   	scenename	filename	uiscene	collidefile	brainfile	exttype	±≥æ∞“Ù¿÷	–°µÿÕº	‘§œ¬‘ÿ
30025	guantao	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Wancheng.img	
30026	donglai	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chaisang.img	
30027	jimo	scene/BF_Ji.crs	jxjui.cru	scene/BF_Jicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Ji.img	
30028	beihai	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jiangling.img	
30029	linzi	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiapi.img	
30030	jinan	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiaopei.img	
30031	pingyuan	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiaopei.img	
30032	langya	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wancheng.img	
30033	pengcheng	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiapi.img	
30034	xiapi	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiapi.img	
30035	xiaopei	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiaopei.img	
30036	huailing	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Lujiang.img	
30037	huaiyin	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Lujiang.img	
30038	sheyang	scene/BF_Xiangping.crs	jxjui.cru	scene/BF_Xiangpingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiangping.img	
30039	guangling	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chenliu.img	
30040	taishan	scene/BF_Jinyang.crs	jxjui.cru	scene/BF_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jinyang.img	
30041	donge	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xingyang.img	
30042	dongping	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Puyang.img	
30043	rencheng	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xingyang.img	
30044	puyang	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Puyang.img	
30045	dingtao	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Shangyong.img	
30046	chenliu	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chenliu.img	
30047	xuchang	scene/BF_Xuchang.crs	jxjui.cru	scene/BF_Xuchangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xuchang.img	
30048	yingyin	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chaisang.img	
30049	chen	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiaopei.img	
30050	runan	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chenliu.img	
30051	ruyin	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jiangling.img	
30052	anyang	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xingyang.img	
30053	qiao	scene/BF_Xiangping.crs	jxjui.cru	scene/BF_Xiangpingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiangping.img	
30054	yiyang	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Guiyang.img	
30055	anfeng	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wu.img	
30056	leping	scene/BF_Jinyang.crs	jxjui.cru	scene/BF_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jinyang.img	
30057	yanmen	scene/BF_Ji.crs	jxjui.cru	scene/BF_Jicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Ji.img	
30058	jinyang	scene/BF_Jinyang.crs	jxjui.cru	scene/BF_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jinyang.img	
30059	shangdang	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Anding.img	
30060	xihe	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Chencang.img	
30061	shangjun	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Puyang.img	
30062	dingxiang	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Chencang.img	
30063	yunzhong	scene/BF_Wuwei.crs	jxjui.cru	scene/BF_Wuweicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Wuwei.img	
30064	jiuyuan	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Guiyang.img	
30065	shuofang	scene/BF_Wuwei.crs	jxjui.cru	scene/BF_Wuweicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Wuwei.img	
30066	pingyang	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xingyang.img	
30067	hedong	scene/BF_Xiangping.crs	jxjui.cru	scene/BF_Xiangpingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xiangping.img	
30068	henei	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Shangyong.img	
30069	xingyang	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xingyang.img	
30070	zhongmou	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Puyang.img	
30071	luoyang	scene/BF_Shouchun.crs	jxjui.cru	scene/BF_Shouchuncollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Shouchun.img	
30072	hongnong	scene/BF_Hongnong.crs	jxjui.cru	scene/BF_Hongnongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Hongnong.img	
30073	mianchi	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xingyang.img	
30074	pingyi	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Chenliu.img	
30075	changan	scene/BF_Shouchun.crs	jxjui.cru	scene/BF_Shouchuncollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Shouchun.img	
30076	shangxian	scene/BF_Xingyang.crs	jxjui.cru	scene/BF_Xingyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xingyang.img	
30077	fufeng	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Chenliu.img	
30078	chencang	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Chencang.img	
30079	xinping	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Puyang.img	
30080	anding	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Anding.img	
30081	tianshui	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
30082	shanggui	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Anding.img	
30083	longxi	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Anding.img	
30084	baohan	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Yongan.img	
30085	didao	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
30086	lintao	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Xiaopei.img	
30087	beidi	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Guiyang.img	
30088	wuwei	scene/BF_Wuwei.crs	jxjui.cru	scene/BF_Wuweicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Wuwei.img	
30089	jincheng	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
30090	xiping	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Anding.img	
30091	zhangye	scene/BF_Puyang.crs	jxjui.cru	scene/BF_Puyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Puyang.img	
30092	jiuquan	scene/BF_Ji.crs	jxjui.cru	scene/BF_Jicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Ji.img	
30093	dunhuang	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
30094	wudu	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Chencang.img	
30095	hanzhong	scene/BF_Nanpi.crs	jxjui.cru	scene/BF_Nanpicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Nanpi.img	
30096	yinping	scene/BF_Ji.crs	jxjui.cru	scene/BF_Jicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Ji.img	
30097	zitong	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Zitong.img	
30098	jiangyou	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Kuaiji.img	
30099	langzhong	scene/BF_Jinyang.crs	jxjui.cru	scene/BF_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Jinyang.img	
30100	mianzhu	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Guiyang.img	
30101	deyang	scene/BF_Xiangping.crs	jxjui.cru	scene/BF_Xiangpingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Xiangping.img	
30102	chengdu	scene/BF_Changan.crs	jxjui.cru	scene/BF_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Changan.img	
30103	yongan	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Yongan.img	
30104	jiangzhou	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Zitong.img	
30105	fuling	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Zitong.img	
30106	hanjia	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Anding.img	
30107	qianwei	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Xiaopei.img	
30108	yuejun	scene/BF_Anding.crs	jxjui.cru	scene/BF_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Anding.img	
30109	shushi	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Chencang.img	
30110	jianning	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Guiyang.img	
30111	yunnan	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Yongan.img	
30112	yongchang	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Wu.img	
30113	zangke	scene/BF_Nanpi.crs	jxjui.cru	scene/BF_Nanpicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Nanpi.img	
30114	yelang	scene/BF_Jinyang.crs	jxjui.cru	scene/BF_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Jinyang.img	
30115	wan	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wancheng.img	
30116	bowang	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Shangyong.img	
30117	anchang	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wu.img	
30118	xinye	scene/BF_Xiaopei.crs	jxjui.cru	scene/BF_Xiaopeicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Xiaopei.img	
30119	suixian	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jiangling.img	
30120	xiangyang	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Kuaiji.img	
30121	nanxiang	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Kuaiji.img	
30122	zhuyang	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chaisang.img	
30123	xicheng	scene/BF_Xicheng.crs	jxjui.cru	scene/BF_Xichengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Xicheng.img	
30124	shangyong	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Shangyong.img	
30125	jiangxia	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wu.img	
30126	fangling	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chencang.img	
30127	zigui	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30128	yidao	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shangyong.img	
30129	jiangling	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30130	maicheng	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Guiyang.img	
30131	gongan	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30132	wuchang	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Xiapi.img	
30133	baling	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30134	changsha	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Xiapi.img	
30135	wuling	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30136	lingling	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30137	guilin	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30138	guiyang	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Guiyang.img	
30139	hefei	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chenliu.img	
30140	shouchun	scene/BF_Shouchun.crs	jxjui.cru	scene/BF_Shouchuncollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shouchun.img	
30141	jianye	scene/BF_Changan.crs	jxjui.cru	scene/BF_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Changan.img	
30142	fuling2	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30143	danyang	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30144	luan	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30145	lujiang	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30146	wuxian	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wu.img	
30147	kuaiji	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	
30148	xindu	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30149	poyang	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30150	chaisang	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30151	yuzhang	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wu.img	
30152	luling	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30153	linhai	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30154	yongning	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yongan.img	
30155	jianan	scene/BF_Jianan.crs	jxjui.cru	scene/BF_Jianancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jianan.img	
30156	yizhou	scene/BF_Yizhou.crs	jxjui.cru	scene/BF_Yizhoucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yizhou.img	
30157	nanhai	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	
30158	cangwu	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yongan.img	
30159	yulin	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30160	hepu	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30161	zhuya	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30162	jiaozhi	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30163	jiuzhen	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shangyong.img	
30164	rinan	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30165	juyan	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
