abstractid	名字	DataType	等级	CD	吟唱	使用半径	作用范围	伤害	千分比伤害	伤害类型	最低MP限制	消耗MP	消耗HP	对象类型	作用类型	攻击有效时间	被动Buf	目标Buf	使用者Buf	范围模型	伤害个数	影响范围	描述	备注		
23463	乐进神器3	DT_Skill	1																23460|3				"普通攻击有20%概率提高自身20%攻击和护甲,5%生命上限，持续5秒"			
23464	乐进神器4	DT_Skill	1																23460|4				"普通攻击有25%概率提高自身25%攻击和护甲,10%生命上限，持续5秒"			
23465	乐进神器5	DT_Skill	1																23460|5				"普通攻击有30%概率提高自身30%攻击和护甲,15%生命上限，持续5秒"			
23466	乐进神器6	DT_Skill	1																23460|6				"普通攻击有35%概率提高自身35%攻击和护甲,20%生命上限，持续5秒"			
23467	乐进神器7	DT_Skill	1																23460|7				"普通攻击有40%概率提高自身40%攻击和护甲,30%生命上限，持续5秒"			
23470	徐盛神器0	DT_Skill	1															23470|0					先登强弩普通攻击暴击时有50%概率降低敌方单位50%移速，持续0.5秒			
23471	徐盛神器1	DT_Skill	1															23470|1					先登强弩普通攻击暴击时有55%概率降低敌方单位50%移速，持续0.6秒			
23472	徐盛神器2	DT_Skill	1															23470|2					先登强弩普通攻击暴击时有60%概率降低敌方单位50%移速，持续0.7秒，同时造成10%额外伤害			
23473	徐盛神器3	DT_Skill	1															23470|3					先登强弩普通攻击暴击时有65%概率降低敌方单位50%移速，持续0.8秒，同时造成20%额外伤害			
23474	徐盛神器4	DT_Skill	1															23470|4					先登强弩普通攻击暴击时有70%概率降低敌方单位50%移速，持续0.9秒，同时造成30%额外伤害			
23475	徐盛神器5	DT_Skill	1															23470|5					先登强弩普通攻击暴击时有75%概率降低敌方单位50%移速，持续1秒，同时造成40%额外伤害			
23476	徐盛神器6	DT_Skill	1															23470|6					先登强弩普通攻击暴击时有80%概率降低敌方单位50%移速，持续1.5秒，同时造成50%额外伤害			
23477	徐盛神器7	DT_Skill	1															23470|7					先登强弩普通攻击暴击时有90%概率降低敌方单位50%移速，持续2秒，同时造成70%额外伤害			
23480	马岱神器0	DT_Skill	1																				攻击眩晕单位回复自身3%血量			
23481	马岱神器1	DT_Skill	1																				攻击眩晕单位回复自身5%血量			
23482	马岱神器2	DT_Skill	1																				攻击眩晕单位回复自身7%血量			
23483	马岱神器3	DT_Skill	1																				攻击眩晕单位回复自身9%血量			
23484	马岱神器4	DT_Skill	1																				攻击眩晕单位回复自身11%血量			
23485	马岱神器5	DT_Skill	1																				攻击眩晕单位回复自身13%血量			
23486	马岱神器6	DT_Skill	1																				攻击眩晕单位回复自身15%血量			
23487	马岱神器7	DT_Skill	1																				攻击眩晕单位回复自身19%血量			
24300	神射特技0	DT_Skill	1													1			24300|0				攻击时有15%概率获得无视闪避效果，持续5秒			
24301	神射特技1	DT_Skill	1													1			24301|0				攻击时有30%概率获得无视闪避效果，持续5秒			
24310	白毦特技0	DT_Skill	1													1		24310|0					对骑兵造成额外50%伤害			
24311	白毦特技1	DT_Skill	1													1		24311|0					对骑兵造成额外100%伤害			
24312	白毦特技2	DT_Skill	1													1		24312|0					受到远程攻击时，有10%概率降低其50%暴击伤害，持续5秒			
24313	白毦特技3	DT_Skill	1													1		24312|1					受到远程攻击时，有20%概率降低其50%暴击伤害和30%攻击，持续5秒			
24320	丹阳特技0	DT_Skill	1													1			24320|0				血量低于40%受到远程攻击时，提高自身15%物理吸血，持续3秒			
24321	丹阳特技1	DT_Skill	1													1			24321|0				血量低于40%受到远程攻击时，提高自身15%物理吸血和自身范围4米内本队30%移速，持续3秒			
24322	丹阳特技2	DT_Skill	1													1		24322|0					普通攻击有10%概率降低敌方50%护甲，持续3秒			
24323	丹阳特技3	DT_Skill	1													1		24322|1					普通攻击有10%概率降低敌方50%护甲20%移速，每秒降低1%最大生命，持续5秒，可叠加3层			
24330	井阑特技0	DT_Skill	1													1			24330|0				不移动不攻击持续2秒后，井阑开始变大，射击高度开始提高，箭矢可以越墙攻击，同时提高1米射程，持续10秒			
24331	井阑特技1	DT_Skill	1													1			24331|0				不移动不攻击持续2秒后，井阑开始变大，射击高度开始提高，箭矢可以越墙攻击，同时提高3米射程，持续10秒			
24340	元戎特技0	DT_Skill	1													1		24340|0					攻击28~31米范围内单位，对其造成20%额外伤害，31米外单位造成30%额外伤害			
24341	元戎特技1	DT_Skill	1													1		24341|0					攻击25~28米范围内单位，对其造成20%额外伤害，28~31米范围内单位，对其造成30%额外伤害，31米外单位造成40%额外伤害			
24342	元戎特技2	DT_Skill	1													1		24342|0					"攻击20~25米范围内单位，对其造成20%额外伤害，25~28米范围内单位，对其造成30%额外伤害，28米~31米范围内单位造成40%额外伤害,31米外单位造成50%额外伤害"			
24350	无当特技0	DT_Skill	1													1			24350|0				当敌方格挡时提高自身30%攻击，持续5秒			
24351	无当特技1	DT_Skill	1													1			24351|0				当敌方格挡时提高自身50%攻击，持续5秒			
24352	无当特技2	DT_Skill	1													1		24352|0					攻击15米内单位，对其造成20%额外伤害			
24353	无当特技3	DT_Skill	1													1		24353|0					"攻击15~20米内单位，对其造成20%额外伤害,15米以内单位，对其造成30%额外伤害"			
24354	无当特技4	DT_Skill	1													1		24354|0					"攻击15~20米内单位，对其造成20%额外伤害,8~15米以内单位，对其造成30%额外伤害，8米内单位造成40%额外伤害"			
24360	藤甲特技0	DT_Skill	1													1		24360|0					对骑兵造成额外100%伤害			
24361	藤甲特技1	DT_Skill	1													1		24361|0					对骑兵造成额外200%伤害			
24362	藤甲特技2	DT_Skill	1													1		24362|0					受到远程攻击时有15%概率降低其50%暴击伤害，持续5秒			
24363	藤甲特技3	DT_Skill	1													1		24362|1					受到远程攻击时有30%概率降低其50%暴击伤害和50%攻击，持续5秒			
24364	藤甲特技4	DT_Skill	1													1		24362|1	24364|0				受到远程攻击时有30%概率降低其50%暴击伤害和50%攻击，持续5秒，血量低于40%时受到技能伤害提高自身200%法抗，持续3秒			
24365	藤甲特技5	DT_Skill	1													1		24362|1	24364|1				"受到远程攻击时有30%概率降低其50%暴击伤害和50%攻击，持续5秒，血量低于40%时受到技能伤害提高自身200%法抗,5%生命上限，持续3秒"			
24366	藤甲特技6	DT_Skill	1													1		24362|1	24364|2				"受到远程攻击时有30%概率降低其50%暴击伤害和50%攻击，持续5秒，血量低于40%时受到技能伤害200%法抗,5%生命上限，持续3秒，同时恢复2%生命"			
24370	陷阵特技0	DT_Skill	1													1		24370|0					普通攻击有10%概率击晕敌军1.5秒			
24371	陷阵特技1	DT_Skill	1													1		24370|1					普通攻击有20%概率击晕敌军2秒且降低其50%护甲，持续3秒			
24372	陷阵特技2	DT_Skill	1													1		24370|2	24371|0				普通攻击有20%概率击晕敌军2秒且降低其50%护甲，持续3秒，血量低于50%受到远程攻击时，提高自身15%物理吸血，持续3秒			
24373	陷阵特技3	DT_Skill	1													1		24370|3	24371|1				普通攻击有20%概率击晕敌军2秒且降低其50%护甲，持续3秒，血量低于50%受到远程攻击时，提高自身15%物理吸血和自身范围4米内本队30%移速，持续3秒			
24374	陷阵特技4	DT_Skill	1													1			24374|0				成功格挡则增加自身50%攻速，持续5秒			
24375	陷阵特技5	DT_Skill	1													1			24374|1				在嘲讽妖术恐惧状态下被攻击时或成功格挡增加自身50%攻速，20%生命上限，持续5秒			
24376	陷阵特技6	DT_Skill	1													1			24374|2				在嘲讽妖术恐惧状态下被攻击时或成功格挡增加自身50%攻速，20%生命上限，持续5秒，且清除自身不利效果			
24380	象兵特技0	DT_Skill	1													1			24380|0				被攻击时，有5%概率提高自身10%物理减伤，持续5秒			
24381	象兵特技1	DT_Skill	1													1			24380|1				被攻击时，有5%概率提高自身10%物理减伤和10%物理反弹，持续5秒			
24382	象兵特技2	DT_Skill	1													1		24382|0					暴击时有10%概率使敌方进入恐惧状态1.5秒			
24383	象兵特技3	DT_Skill	1													1		24382|1	24383|0				暴击时有15%概率使敌方进入恐惧状态1.5秒，且提高自身25%护甲，持续3秒			
24384	象兵特技4	DT_Skill	1													1		24382|2	24383|1				暴击时有20%概率使敌方进入恐惧状态1.5秒，且提高自身50%护甲和30%攻击，持续5秒			
24390	虎豹特技0	DT_Skill	1													1			24390|0				普通攻击士气额外+2点			
24391	虎豹特技1	DT_Skill	1													1			24390|1				普通攻击士气额外+4点			
24392	虎豹特技2	DT_Skill	1													1		24392|0					普通攻击士气额外+4点，暴击时降低敌方5点士气			
24393	虎豹特技3	DT_Skill	1													1		24392|1					普通攻击士气额外+4点，暴击时降低敌方10点士气			
24394	虎豹特技4	DT_Skill	1													1			24393|0				击杀敌方单位提高自身30%法术穿透30%法术吸血，持续10秒			
24395	虎豹特技5	DT_Skill	1													1			24393|1				击杀敌方单位提高自身30%法术穿透30%法术吸血和200%基础暴击，持续10秒			
24396	虎豹特技6	DT_Skill	1													1			24393|2				击杀敌方单位提高自身30%法术穿透30%法术吸血和200%基础暴击，且每秒恢复1%血量，持续10秒			
24500	掠如火	DT_Skill	1	2	2	50	30	10000	5000	2	100	100	0	31	70	5		551|0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		造成500%攻击伤害，每秒扣除当前5%生命，持续10秒	boss大招		
24501	横扫千军	DT_Skill	1	2	2	50	30	10000	3500	2	100	100	0	31	70	5		554|0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		造成360%攻击伤害，眩晕4秒			
24502	千军一击	DT_Skill	1	2	2	50	25	10000		2	100	100	0	31	70	5		0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		扣除前方敌方单位造成30%当前士兵数量			
24503	神箭	DT_Skill	1	2	2	50	0	10000		2	100	100	0	31	70	5		0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		扣除敌方单位造成99%当前士兵数量			
24504	突袭	DT_Skill	1	2	2	50	25	10000		2	100	100	0	31	70	5		0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1					
24505	碧水滔天	DT_Skill	1	2	2	50	30	10000		2	100	100	0	31	70	5		550|0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		扣除70%最大生命，附带50%减速效果，持续4秒	boss大招		
24506	无双	DT_Skill	1	2	2	0	8	10000	100	2	100	100	0	31	16	5		552|0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		增加100%攻击和攻速，持续8秒			
24507	神射	DT_Skill	1	2	2	50	25	10000		2	100	100	0	31	70	5		0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1					
24508	嗜血	DT_Skill	1	2	2	0	8	10000		2	100	100	0	31	16	5		553|0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	0		增加10%物理吸血，持续5秒			
24509	火计	DT_Skill	1	2	2	50	30	80000		2	100	100	0	31	70	5		0	0	data/JXJEffect/Eft_Sk_Fanwei_01.cre	1					
24510	火箭	DT_Skill	1	2	2	50	30	80000		2	100	100	0	31	70	5					1					
24550	战场buff，攻击	DT_Skill	1													1	561|0				1					
24551	战场buff，攻速	DT_Skill	1													1	562|0				1					
24552	战场buff，生命	DT_Skill	1													1	563|0				1					
24553	战场buff，士气	DT_Skill	1													1	564|0				1					
24600		DT_Skill	1	30	0.1	0	15	350000		2	0	0	0	31		1		0	0		1					
24601		DT_Skill	1	30	0.1	0	15	450000		2	0	0	0	31		1		0	0		1					
24602		DT_Skill	1	30	0.1	0	15	550000		2	0	0	0	31		1		0	0		1					
24603		DT_Skill	1	30	0.1	0	15	650000		2	0	0	0	31		1		0	0		1					
24604		DT_Skill	1	30	0.1	0	15	750000		2	0	0	0	31		1		0	0		1					
24605		DT_Skill	1	30	0.1	0	15	850000		2	0	0	0	31		1		0	0		1					
24606		DT_Skill	1	30	0.1	0	15	950000		2	0	0	0	31		1		0	0		1					
24607		DT_Skill	1	30	0.1	0	15	1050000		2	0	0	0	31		1		0	0		1					
24608		DT_Skill	1	30	0.1	0	15	1150000		2	0	0	0	31		1		0	0		1					
24609		DT_Skill	1	50	0.1	0	15	70000		2	0	0	0	31		1		0	0		0					
24610		DT_Skill	1	50	0.1	0	15	111000		2	0	0	0	31		1		0	0		0					
24611		DT_Skill	1	50	0.1	0	15	156000		2	0	0	0	31		1		0	0		0					
24612		DT_Skill	1	50	0.1	0	15	205000		2	0	0	0	31		1		0	0		0					
24613		DT_Skill	1	50	0.1	0	15	258000		2	0	0	0	31		1		0	0		0					
24614		DT_Skill	1	50	0.1	0	15	315000		2	0	0	0	31		1		0	0		0					
24615		DT_Skill	1	50	0.1	0	15	376000		2	0	0	0	31		1		0	0		0					
24616		DT_Skill	1	50	0.1	0	15	441000		2	0	0	0	31		1		0	0		0					
24617		DT_Skill	1	50	0.1	0	15	511000		2	0	0	0	31		1		0	0		0					
24618		DT_Skill	1	50	0.1	33	0	291500		2	0	0	0	70		1		0	0		0					
24619		DT_Skill	1	50	0.1	33	0	330000		2	0	0	0	70		1		0	0		0					
24620		DT_Skill	1	50	0.1	33	0	370500		2	0	0	0	70		1		0	0		0					
24621		DT_Skill	1	50	0.1	33	0	413000		2	0	0	0	70		1		0	0		0					
24622		DT_Skill	1	50	0.1	33	0	457500		2	0	0	0	70		1		0	0		0					
24623		DT_Skill	1	50	0.1	33	0	504000		2	0	0	0	70		1		0	0		0					
24624		DT_Skill	1	50	0.1	33	0	552500		2	0	0	0	70		1		0	0		0					
24625		DT_Skill	1	50	0.1	33	0	603000		2	0	0	0	70		1		0	0		0					
24626		DT_Skill	1	50	0.1	33	0	655500		2	0	0	0	70		1		0	0		0					
24627		DT_Skill	1	30	0.1	0	16	291500		2	0	0	0	31		1		0	0		0					
24628		DT_Skill	1	30	0.1	0	16	330000		2	0	0	0	31		1		0	0		0					
24629		DT_Skill	1	30	0.1	0	16	370500		2	0	0	0	31		1		0	0		0					
24630		DT_Skill	1	30	0.1	0	16	413000		2	0	0	0	31		1		0	0		0					
24631		DT_Skill	1	30	0.1	0	16	457500		2	0	0	0	31		1		0	0		0					
24632		DT_Skill	1	30	0.1	0	16	504000		2	0	0	0	31		1		0	0		0					
24633		DT_Skill	1	30	0.1	0	16	552500		2	0	0	0	31		1		0	0		0					
24634		DT_Skill	1	30	0.1	0	16	603000		2	0	0	0	31		1		0	0		0					
24635		DT_Skill	1	30	0.1	0	16	655500		2	0	0	0	31		1		0	0		0					
24700	单体1	DT_Skill	1	1	3	50	-1		5000	2	100	100	0	70	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		随机选中一支队伍，造成500%攻击伤害（闪电特效）	单体1		
24701	单体2	DT_Skill	1	1	3	50	-1		5000	2	100	100	0	70	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		随机选中一支队伍，造成500%攻击伤害（弓箭特效）	单体2		
24702	单体3（范围）	DT_Skill	1	1	3	50	-1		5000	2	100	100	0	70	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		随机选中一支队伍，造成500%攻击伤害（弓箭特效2）	单体3		
24703	方向1	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	5|5|10	随机选中一支队伍，对目标方向大面积造成500%攻击伤害（大刀特效）	方向1		
24704	方向2	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	5|10|10	随机选中一支队伍，对目标方向大面积造成500%攻击伤害（三叉戟特效）	方向2		
24705	方向3	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	4|18|7	随机选中一支队伍，对目标方向大面积造成500%攻击伤害（吕布特效）	方向3		
24706	范围1	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	随机选中范围，造成500%攻击伤害（火焰）	范围1		
24707	范围2	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	8|8|8	随机选中范围，造成500%攻击伤害（物理）	范围2		
24708	范围3	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	8|8|8	随机选中范围，造成500%攻击伤害（毒）	范围3		
24709	BUFF1	DT_Skill	1	1	0	50	-1			2	100	100	0	70	70	5		700|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		随机指定某一玩家为其添加掉血BUFF，每2秒掉总血量的5%，持续10秒，技能效果时间内该玩家范围6米所有玩家均受到腐蚀，每2秒固定掉血50点（毒特效）	BUFF1		
24710	BUFF2	DT_Skill	1	1	0	50	-1			2	100	100	0	70	70	5		700|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	1		随机指定某一玩家为其添加掉血BUFF，每2秒掉总血量的5%，持续10秒，技能效果时间内该玩家范围6米所有玩家均受到腐蚀，每2秒固定掉血50点（风特效）	BUFF2		
24711	范围4	DT_Skill	1	1	3	50	0		2000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	15|15|15	对选中范围造成500%攻击伤害，并且清空敌方士气	范围4		
24712	范围5	DT_Skill	1	1	3	50	0		2000	2	100	100	0	31	70	5		30000|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	对选中范围造成500%攻击伤害，并且减少50%攻击力，持续10秒	范围5		
24713	范围6	DT_Skill	1	1	3	50	0			2	100	100	0	31	70	5		30001|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	对选中范围敌军减少70%攻击速度和移动速度，持续15秒	范围6		
24714	范围7	DT_Skill	1	1	3	50	0		2000	2	100	100	0	31	70	5		30002|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	15|15|15	对选中范围造成500%攻击伤害，并且混乱，持续10秒	范围7		
24715	范围8	DT_Skill	1	1	3	50	0			2	100	100	0	31	70	5		30003|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	对选中范围造成中毒效果，持续10秒	范围8		
24716	范围9	DT_Skill	1	1	3	50	0		2000	2	100	100	0	31	70	5		30004|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	对选中范围造成500%攻击伤害，并且眩晕，持续10秒	范围9		
24717	方向4	DT_Skill	1	1	3	50	0		2000	2	100	100	0	31	70	5				data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	4|18|7	随机选中一支队伍，对目标方向大面积造成500%攻击伤害（岩石特效）	方向3		
24718	董卓	DT_Skill	1	1	3	50	10			2	100	100	0	31	70	5		30005|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	减少10米范围内敌军士气+减少50%攻击力	董卓		
24719	华雄	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5				data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	4|18|7	放射范围攻击	华雄		
24720	李傕	DT_Skill	1	1	3	50	0		5000	2	100	100	0	31	70	5		30006|0		data/JXJEffect/S_Eft_Fangxiang_Fanwei_01.cre	0	4|18|7	放射范围攻击	李傕		
24721	诸葛亮	DT_Skill	1	1	3	50	10			2	100	100	0	31	70	5		30007|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	范围内敌军眩晕3秒	诸葛亮		
24722	周瑜	DT_Skill	1	1	3	50	10		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	范围内敌军火焰攻击+减少士气	周瑜		
24723	郭嘉	DT_Skill	1	1	3	50	10		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	范围内敌军持续伤害	郭嘉		
24724	刘备	DT_Skill	1	1	3	50	10			2	100	100	0	31	50	5		30008|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	增加友军攻击力+吸血	刘备		
24725	曹操	DT_Skill	1	1	3	50	10		5000	2	100	100	0	31	70	5				data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	范围伤害+减少士气	曹操		
24726	孙坚	DT_Skill	1	1	3	50	10		5000	2	100	100	0	31	70	5		30009|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	10|10|10	范围伤害+眩晕	孙坚		
24800	山地城池	DT_Skill	1													1	400|0									
24801	雪地城池	DT_Skill	1													1	401|0									
24802	平原城池	DT_Skill	1													1	402|0									
24803	山地	DT_Skill	1													1	403|0									
24804	水域	DT_Skill	1													1	404|0									
24805	城郭	DT_Skill	1													1	405|0									
24806	平原	DT_Skill	1													1	406|0									
24830	天6	DT_Skill	1													1		431|0			1		攻击有1%概率对敌方部队造成其最大生命1%的伤害，对NPC效果降低			
24831	天7	DT_Skill	1													1		431|1			1		攻击有8%概率对敌方部队造成其最大生命2%的伤害，对NPC效果降低			
24832	天8	DT_Skill	1													1		431|2			1		攻击有16%概率对敌方部队造成其最大生命4%的伤害，对NPC效果降低			
24833	地6	DT_Skill	1													1			432|0		1		被攻击时有1%概率获得20%伤害减免，持续5秒			
24834	地7	DT_Skill	1													1			432|1		1		被攻击时有4%概率获得25%伤害减免，持续5秒			
24835	地8	DT_Skill	1													1			432|2		1		被攻击时有8%概率获得30%伤害减免，持续5秒			
24836	风6	DT_Skill	1													1			433|0		1		攻击时有1%概率获得20%CD缩减，持续20秒			
24837	风7	DT_Skill	1													1			433|1		1		攻击时有8%概率获得25%CD缩减，持续25秒			
24838	风8	DT_Skill	1													1			433|2		1		攻击时有16%概率获得30%CD缩减，持续35秒			
24839	雷6	DT_Skill	1													1		434|0			1		暴击时有5%概率麻痹敌方单位1.2秒			
24840	雷7	DT_Skill	1													1		434|1			1		暴击时有10%概率麻痹敌方单位1.3秒			
24841	雷8	DT_Skill	1													1		434|2			1		暴击时有20%概率麻痹敌方单位1.5秒			
24842	水6	DT_Skill	1													1			435|0		1		受到技能伤害时有5%概率回复2%血量			
24843	水7	DT_Skill	1													1			435|1		1		受到技能伤害时有10%概率回复4%血量			
24844	水8	DT_Skill	1													1			435|2		1		受到技能伤害时有20%概率回复8%血量			
24845	火6	DT_Skill	1													1		436|0			1		释放技能时有2%概率清除技能CD，且回复20点士气，无法清除左慈技能CD			
24846	火7	DT_Skill	1													1		436|1			1		释放技能时有5%概率清除技能CD，且回复30点士气，无法清除左慈技能CD			
24847	火8	DT_Skill	1													1		436|2			1		释放技能时有10%概率清除技能CD，且回复40点士气，无法清除左慈技能CD			
24848	山6	DT_Skill	1													1			437|0		1		被攻击时有1%概率提高自身5%生命上限，持续5秒			
24849	山7	DT_Skill	1													1			437|1		1		被攻击时有3%概率提高自身10%生命上限，持续6秒			
24850	山8	DT_Skill	1													1			437|2		1		被攻击时有5%概率提高自身20%生命上限，持续7秒			
24851	泽6	DT_Skill	1													1			438|0		1		攻击时有3%概率提高自身100%暴击，50%攻速，持续5秒			
24852	泽7	DT_Skill	1													1			438|1		1		攻击时有8%概率提高自身200%暴击，50%攻速，持续7秒			
24853	泽8	DT_Skill	1													1			438|2		1		攻击时有15%概率提高自身400%暴击，50%攻速，持续10秒			
24900	丹阳破甲	DT_Skill	1								0	0				1		500|0			1		攻击有20%概率降低敌方20%护甲，持续5秒			
24901	无当中毒	DT_Skill	1								0	0				1		501|0			1		攻击有5%概率降低敌方20%攻速30%移速，每秒损失普通攻击1.5%的血量，持续5秒			
24902		DT_Skill	1								0	0				1		502|0			1					
24903	虎豹	DT_Skill	1								0	0				1	503|0				1		普通攻击额外增加2点士气			
24904	藤甲	DT_Skill	1								0	0				1		504|0			1		对骑兵造成额外50%伤害			
24905		DT_Skill	1								0	0				1		505|0			1					
24906		DT_Skill	1								0	0				1		506|0			1					
24907	陷阵击晕	DT_Skill	1								0	0				1		507|0			1		攻击有10%概率击晕敌军1.5秒	陷阵营		
24908		DT_Skill	1								0	0				1		508|0			1					
24909		DT_Skill	1								0	0				1		509|0			1					
24910	白毦	DT_Skill	1								0	0				1		510|0			1		对骑兵造成额外20%伤害			
24911	无双	DT_Skill	1								0	0				1			611|0		1		攻击有概率触发无双			
24912	攻击光环	DT_Skill	1								0	0				2	512|0				0		增加附近单位5%攻击力	攻击光环		
24913	双雄	DT_Skill	1								0	0				1			612|0		1		攻击有概率触发双雄			
24914	武圣	DT_Skill	1								0	0				1			613|0		1		攻击有概率触发武圣			
24915	溃围	DT_Skill	1								0	0				1			614|0		1		攻击有概率触发溃围			
24916	技速	DT_Skill	1													1			615|0				使用技能增加移动速度增加30%，持续3秒			
24917	攻气+2	DT_Skill	1													1			616|0				每次普通攻击增加2点士气			
24918	步山攻	DT_Skill	1													1	513|0						步兵山地攻击增加20%			
24919	技攻	DT_Skill	1													1			617|0				使用技能增加普通攻击50%，持续10秒			
24920	步移光环	DT_Skill	1													1	618|0						步兵移动光环，增加10%移速			
24921	骑平攻	DT_Skill	1													1	514|0						骑兵平原攻击增加20%			
24922	技攻速	DT_Skill	1													1			619|0				使用技能增加50%攻击速度，持续10秒			
24923	每秒气+2	DT_Skill	1													1	620|0						每秒士气增加2点			
24924	技魔免	DT_Skill	1													1			621|0				使用技能后法术免疫持续5秒			
24925	综合器移光环	DT_Skill	1													1	515|0						综合地形器械移动光环，增加4米范围内器械20%移速			
24926	攻气+1	DT_Skill	1													1			622|0				每次普通攻击增加1点士气			
24927	骑平攻速	DT_Skill	1													1	516|0						骑兵平原攻速增加20%			
24928	步山攻速	DT_Skill	1													1	517|0						步兵山地攻速增加20%			
24929	法命气+5	DT_Skill	1													1			623|0				法术命中造成伤害增加5点士气，命中单位越多，增加士气越多，最高50点			
24932	死禁疗减甲	DT_Skill	1													1		624|0					被击杀则使其周围5米范围内单位禁疗，且降低100%护甲，持续8秒			
24934	背击定	DT_Skill	2													1		625|0					背后攻击敌方单位定身其1.5秒			
24980	黄盖火矢	DT_Skill	1													1		700|0			1		释放技能获得火矢效果，造成额外20%伤害，持续6秒			
24981	黄盖火矢	DT_Skill	1													1		700|1			1		释放技能获得火矢效果，造成额外25%伤害，持续7.5秒			
24982	黄盖火矢	DT_Skill	1													1		700|2			1		释放技能获得火矢效果，造成额外30%伤害，持续9秒			
24983	黄盖火矢	DT_Skill	1													1		700|3			1		释放技能获得火矢效果，造成额外35%伤害，持续10.5秒			
24984	黄盖火矢	DT_Skill	1													1		700|4			1		释放技能获得火矢效果，造成额外50%伤害，持续12秒			
25010	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|0		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵20%护甲，持续5秒	曹仁0		
25011	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|1		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵40%护甲，持续5.5秒	曹仁1		
25012	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|2		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵60%护甲，持续6秒	曹仁2		
25013	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|3		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵80%护甲，持续6.5秒	曹仁3		
25014	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|4		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵100%护甲，持续7秒	曹仁4		
25015	磐石	DT_Skill	1	10	0	0	5	0		2	100	100	0	31	54	2		10010|5		data/JXJEffect/Eft_Sk_Fanwei_01.cre	0	5|5|5	提升自身5米范围内本队士兵100%护甲，10%减伤，持续7.5秒	曹仁5		
