id	人物名称	内容对白	脚本对白	图片名称	talkid	对话类型
73008	黄劭	(X_X)你等着给典韦收尸吧，哼哼哈哈！		UI_Juqing_T_Guanhai.img	73007	1
73009	Player	糟了！快去救援典韦！			73007	2
73010	黄劭	哈哈哈，你跑的真慢！等着给典韦收尸吧！		UI_Juqing_T_Guanhai.img	73008	1
73011	Player	可恶，看箭！！			73008	2
73012	黄劭	(X_X)啊……		UI_Juqing_T_Guanhai.img	73008	1
74000	斥候	主公，典韦将军正在被围攻，速速救援！		UI_Juqing_T_Chuanlingbing.img	74000	1
74001		救援典韦！			74001	0
74002	黄劭	没想到你竟然追到了这里！给我留下吧！		UI_Juqing_T_Guanhai.img	74002	1
74003	黄劭	啊！好……快……的……刀……		UI_Juqing_T_Guanhai.img	74003	1
74004	Player	典将军，我来助你！			74004	2
74005	典韦	要不是我没吃饱，早就解决他们了！		UI_Juqing_T_Dianwei.img	74004	1
74006	典韦	肚子好饿……T_T		UI_Juqing_T_Dianwei.img	74005	1
74007	何仪	哪里来的人马，破坏我黄巾大计！		UI_Juqing_T_Heyi2.img	74006	1
74008	何仪	贼军势大，走为上策！		UI_Juqing_T_Heyi2.img	74006	1
74009		追杀何仪			74007	0
74010	许褚	黄巾贼子，哪里跑！！		UI_Juqing_T_Xuchu.img	74008	1
74011	许褚	哼，不堪一击！给我带回谯县与城守换粮！		UI_Juqing_T_Xuchu.img	74009	1
74012	许褚	你也是黄巾贼吗？		UI_Juqing_T_Xuchu.img	74010	1
74013	典韦	哼我可杀了几百个黄巾贼呢！		UI_Juqing_T_Dianwei.img	74010	1
74014	许褚	哈哈哈，我最讨厌你们这些吹牛的了！看刀！		UI_Juqing_T_Xuchu.img	74010	1
74015		击败许褚			74011	0
74016	许褚	果然厉害！待我换了兵刃再战！		UI_Juqing_T_Xuchu.img	74012	1
74017	典韦	怕你不成？		UI_Juqing_T_Dianwei.img	74012	1
74018		再次击败许褚			74013	0
74019	许褚	好，你赢了我，我以后就听你的了！		UI_Juqing_T_Xuchu.img	74014	1
74020	典韦	好兄弟，讲义气！以后我有肉吃，你就有肉！		UI_Juqing_T_Dianwei.img	74014	1
75000	Player	前面就是谯县，去带走被许褚抓住的黄巾贼吧！			75000	2
75001		前往谯县政厅			75001	0
75002	家丁	快跑啊！黄巾贼夺城啦！		UI_Juqing_T_Jiading.img	75002	1
75003	许褚	何事如此慌张？真是不成体统！		UI_Juqing_T_Xuchu.img	75002	1
75004	家丁	家主，从许都逃来的黄巾贼攻破了县城啦！		UI_Juqing_T_Jiading.img	75003	1
75005	许褚	什么？那之前被我抓到的黄巾贼……		UI_Juqing_T_Xuchu.img	75003	1
75006	家丁	都被放出来啦T_T		UI_Juqing_T_Jiading.img	75003	1
75007	Player	看来谯郡的确被黄巾贼攻占了！			75004	2
75008	许褚	都怪我……		UI_Juqing_T_Xuchu.img	75004	1
75009	典韦	别灰心，我们会帮你夺回来的！		UI_Juqing_T_Dianwei.img	75004	1
75010	何一	怎么样？没想到吧？这次我不会输给你了！		UI_Juqing_T_Heyi1.img	75005	1
75011	Player	当日能败你，这次也能！不会再让你逃了！			75005	2
75012	何一	为什么……你怎么变这么强……		UI_Juqing_T_Heyi1.img	75006	1
75013	Player	击破政厅，夺回谯郡！			75007	2
75014	Player	说！你们老大在哪儿？			75008	2
75015	黄巾贼	何仪老大从东门跑了T_T		UI_Juqing_T_Shanzei.img	75008	1
75016		不要让黄巾贼首跑了！			75009	0
75017	何仪	哼，老虎不发威，你以为我是病猫！		UI_Juqing_T_Heyi2.img	75010	1
75018	何仪	好……快……的……刀……		UI_Juqing_T_Heyi2.img	75011	1
75019		获得豫鼎			75012	0
75020	何仪	好慢、好慢！想抓住本大爷，再练三百年吧！		UI_Juqing_T_Heyi2.img	75013	1
75021		获得豫鼎			75014	0
76000	曹操	吕布夺我州郡，我决定出兵讨伐！		UI_Juqing_T_Caocao.img	76000	1
76001	Player	愿为曹公效力！			76000	2
76002	曹操	嗯，就请你去看下我麾下大将休整的如何吧!		UI_Juqing_T_Caocao.img	76000	1
76003		与曹军将领一一过招			76001	0
76004	于禁	呵呵，我等的实力，将军一试便知！		UI_Juqing_T_Yujin.img	76002	1
76005	于禁	果然还是打不过将军啊……		UI_Juqing_T_Yujin.img	76003	1
76006	李典	唔……藏在这里还被发现了么？还想偷袭来的……		UI_Juqing_T_Lidian.img	76004	1
76007	李典	呵呵呵呵，下次不会被你发现啦！		UI_Juqing_T_Lidian.img	76005	1
76008	夏侯惇	我军占据地利，全速射击！		UI_Juqing_T_Xiahoudun.img	76006	1
76009	李典	就是此刻，全军突击！		UI_Juqing_T_Lidian.img	76007	1
76010	夏侯渊	百里奔袭，正待此时！		UI_Juqing_T_Xiahouyuan.img	76008	1
76011	夏侯惇	天时不如地利，地利不如人和啊……		UI_Juqing_T_Xiahoudun.img	76009	1
76012	典韦	唔……尝尝我们虎卫营的厉害吧！		UI_Juqing_T_Dianwei.img	76010	1
76013	典韦	好饿啊我还没吃饱，你等我吃完再打！		UI_Juqing_T_Dianwei.img	76011	1
76014	夏侯渊	让你看看我的厉害！！		UI_Juqing_T_Xiahouyuan.img	76012	1
76015	夏侯渊	哼，我擅长长途奔袭，这地方太小而已！		UI_Juqing_T_Xiahouyuan.img	76013	1
76016		找曹操复命！			76014	0
76017	曹操	这样说来，诸将都为战争做好准备了。		UI_Juqing_T_Caocao.img	76015	1
76018	Player	可是还有一人并未检验。			76015	2
76019	曹操	哦？呵呵，那就让我来试试将军的实力吧！		UI_Juqing_T_Caocao.img	76015	1
76020		击败曹操，证明自己的实力			76016	0
76021	曹操	哈哈哈哈，有将军在，我军必胜！		UI_Juqing_T_Caocao.img	76017	1
77000	Player	此战我军兵分两路，典韦许褚缠住吕布！			77000	2
77001	Player	我走另一侧偷袭濮阳！全军出击！			77000	2
77002	吕布	曹操又派人来送死了么？		UI_Juqing_T_Lvbu.img	77001	1
77003	典韦	三姓家奴，速来受死！		UI_Juqing_T_Dianwei.img	77001	1
77004	许褚	速来受死！		UI_Juqing_T_Xuchu.img	77001	1
77005	李丰	啊？敌军是怎么到达这里的……		UI_Juqing_T_Lifeng.img	77002	1
77006	李丰	快逃啊！		UI_Juqing_T_Lifeng.img	77003	1
77007	田氏	敌人竟然从背后来袭……		UI_Juqing_T_Tianshi.img	77004	1
77008	田氏	我投降！曹操大人才是兖州之主！		UI_Juqing_T_Tianshi.img	77005	1
77009	Player	典韦许褚，我来啦！！			77006	2
77010	吕布	什么？城里来了敌军？莫非……		UI_Juqing_T_Lvbu.img	77006	2
77011	吕布	啧…全军退往定陶，往徐州撤退！		UI_Juqing_T_Lvbu.img	77007	1
77012	Player	接下来只要攻占政厅，濮阳就是我军的了！			77007	2
77013		攻破政厅			77008	0
77014	吕布	什么？濮阳被攻占了？？全军撤退！		UI_Juqing_T_Lvbu.img	77009	1
77015	Player	政厅已经攻破了，濮阳是我军到了！			77010	2
78000	Player	濮阳吕布溃败，荥阳望风而降，曹公令我来接收			78000	2
78001	Player	希望一切顺利……			78000	2
78002		前往荥阳政厅受降			78001	0
78003	斥候	启禀将军，成廉正在城门口等候将军。		UI_Juqing_T_Chuanlingbing.img	78002	1
78004	Player	附近可有异常？			78002	2
78005	斥候	并未发现埋伏。		UI_Juqing_T_Chuanlingbing.img	78002	1
78006	成廉	将军可是来接收荥阳？魏续大人正在城中等候。		UI_Juqing_T_Chenglian.img	78003	1
78007	魏续	我为吕将军亲戚，岂能背叛？中计了吧！哈哈哈哈！		UI_Juqing_T_Weixu.img	78004	1
78008		遭到埋伏，逃走或攻占荥阳？			78005	0
78009	魏续	哼，算你命大，下次不会这么简单了！		UI_Juqing_T_Weixu.img	78006	1
78010	成廉	哎呀呀，这次准备不足，你给我等着！		UI_Juqing_T_Chenglian.img	78007	1
78011	Player	真是惊险……			78008	2
78012	Player	真是惊险……先去回报曹公吧！			78009	2
79000	Player	这是兖州最后一战，一定要把吕布赶出兖州！			79000	2
79001		追杀吕布及其部署			79001	0
79002	张辽	停下！我不会让你过去的！		UI_Juqing_T_Zhangliao.img	79002	1
79003	张辽	呃……温侯，我已经尽力了……		UI_Juqing_T_Zhangliao.img	79003	1
79004	吕布	唔……		UI_Juqing_T_Lvbu.img	79003	1
79005	高顺	你来晚了，定陶的财物已经运走了。		UI_Juqing_T_Gaoshun.img	79004	1
79006	高顺	哼哼，如果你不死，我们来日再战。		UI_Juqing_T_Gaoshun.img	79005	1
79007	陈宫	这个距离刚好，全军射击		UI_Juqing_T_Chengong.img	79006	1
79008	陈宫	今天就打到这里，我等先走一步！		UI_Juqing_T_Chengong.img	79007	1
79009	吕布	接二连三打败我军的你，到底有什么力量？		UI_Juqing_T_Lvbu.img	79008	1
79010	吕布	没想到你竟然能把我逼到这种地步……		UI_Juqing_T_Lvbu.img	79009	1
79011	吕布	呵呵呵，看来这天下还不是那么无聊！		UI_Juqing_T_Lvbu.img	79009	1
79012	Player	……			79009	2
79013	斥候	将军，这些都是敌将吕布的家眷！		UI_Juqing_T_Chuanlingbing.img	79010	1
79014	Player	两军交战，祸不及家人！我们护送他们离开吧！			79010	2
79015		护送吕布家眷离开定陶			79011	0
79016	曹操	嗯…把吕布的家眷留下！		UI_Juqing_T_Caocao.img	79012	1
79017	Player	两军交战，祸不及家人！			79012	2
79018	曹操	呵呵，你竟然敢违背我的命令？		UI_Juqing_T_Caocao.img	79012	1
79019	曹操	唔……没想到你竟然要背叛我……		UI_Juqing_T_Caocao.img	79013	1
79020	曹操	算了，你们走吧……		UI_Juqing_T_Caocao.img	79013	1
79021	Player	……			79013	2
79022		你获得了兖鼎的认同			79014	0
79023	传令兵	家眷全灭，游戏失败！		UI_Juqing_T_Chuanlingbing.img	79015	1
80000	Player	代郡新来的乌桓骑兵实力不弱，如果能够招降……			80000	2
80001		攻破乌桓营寨			80001	0
80002	Player	嗯？前面的地形很适合埋伏嘛……			80002	2
80003		前面有两条路，小心埋伏！			80003	0
80004	丘力居	哈哈，从汉人的背后偷袭！全军出击！		UI_Juqing_T_Qiuliju.img	80004	1
80005	Player	什么？竟然中伏了么？			80004	2
80006		丘力居伏兵出现！			80005	0
80007	丘力居	汉人真是厉害啊……		UI_Juqing_T_Qiuliju.img	80006	1
80008	丘力居	该死，竟然被看穿我的埋伏了么？撤退！		UI_Juqing_T_Qiuliju.img	80007	1
80009		丘力居伏兵撤退			80008	0
80010	蹋顿	已经没有退路了！乌桓的子民由我守护！		UI_Juqing_T_Tadun.img	80009	1
80011	Player	那家伙看上去是条汉子……			80009	2
80012	蹋顿	我败了……希望你不要伤害其他人！		UI_Juqing_T_Tadun.img	80010	1
80013	Player	乌桓人，可愿随我效力于公孙瓒大人？			80010	2
80014	蹋顿	既然输了，草原上的规矩，任凭您处置！		UI_Juqing_T_Tadun.img	80010	1
80015		乌桓人归降			80011	0
81000	Player	前方就是蓟县，去与公孙续将军会和吧！			81000	2
81001		与公孙续会面。			81001	0
81002	Player	既然已经会和，还是快快出兵前去支援公孙瓒大人吧！			81002	2
81003	公孙续	等等！先让我试试你这些乌合之众的实力！		UI_Juqing_T_Gongsunxu.img	81002	1
81004		击败公孙续，证明自己的实力			81003	0
81005	公孙续	原来看走了眼，手底下还是有两下子！		UI_Juqing_T_Gongsunxu.img	81004	1
81006	Player	我们还是先去与公孙瓒大人会和吧！			81004	2
81007	斥候	报！袁绍军文丑正率军前来！		UI_Juqing_T_Chuanlingbing.img	81004	1
81008	公孙续	咳咳，我先去易京，这里就交给你了！		UI_Juqing_T_Gongsunxu.img	81004	1
81009	Player	……			81004	2
81010		文丑军出现！			81005	0
81011	文丑	没想到公孙瓒麾下竟然有你这等人物…		UI_Juqing_T_Wenchou.img	81006	1
81012	Player	已经击退了文丑，接下来前往易京吧！			81006	2
81013		离开蓟县，前往易京			81007	0
81014	麹义	就是此时，全速射击！		UI_Juqing_T_Quyi.img	81008	1
81015	颜良	前后夹击，全军突袭！		UI_Juqing_T_Yanliang.img	81008	1
81016		遭到麹义军射击			81009	0
81017		颜良伏军出现			81010	0
81018	麹义	看来先登强弩的射速还要改进！		UI_Juqing_T_Quyi.img	81011	1
81019	颜良	这次就先让你得意一回！		UI_Juqing_T_Yanliang.img	81012	1
81020	Player	终于摆脱了袁军，速速赶往易京！			81013	2
82000	Player	终于到了易京！希望还来得及！			82000	2
82001		前往易京拜访公孙瓒			82001	0
82002	文丑	从蓟县到易京，终于追到了！全军突击！		UI_Juqing_T_Wenchou.img	82002	1
82003		文丑部追兵出现！			82003	0
82004	文丑	咳咳，多日不见竟然又变强了这么多…		UI_Juqing_T_Wenchou.img	82004	1
82005	Player	咦？为何城门紧闭不开？			82005	2
82006		袁绍军出现！			82006	0
82007	Player	不管了，先击退敌人再说！			82007	2
82008	Player	呼，击退了这波敌军，先去休整一下！			82008	2
82009	Player	我记得附近有个水井…			82008	2
82010		到达水井			82009	0
82011	Player	咦？怎么城门忽然开了？城内浓烟滚滚…			82010	2
82012		快去政厅看看！			82011	0
82013	麹义	全军射击！		UI_Juqing_T_Quyi.img	82012	1
82014		遭到麹义部的埋伏！			82013	0
82015	麹义	啧，射速还是不够快么？		UI_Juqing_T_Quyi.img	82014	1
82016	斥候	启禀将军，公孙瓒大人纵火自尽了！！！		UI_Juqing_T_Chuanlingbing.img	82015	1
82017	Player	没想到一代枭雄竟落得如此下场……			82015	2
82018	Player	此处兵荒马乱，我们还是先离开吧！			82015	2
82019		离开易京！			82016	0
82020	严纲	公孙瓒已死，我等投了袁绍大人！快快下马受降！		UI_Juqing_T_Yangang.img	82017	1
82021	Player	无耻小人！			82017	2
82022	严纲	啊X_X		UI_Juqing_T_Yangang.img	82018	1
82023	Player	哼，死不足惜！			82018	2
82024	Player	放心吧公孙大人，我会保护好你的家人的！			82019	2
83000	斥候	北平太守邹丹叛变，囚禁了公孙瓒大人的家眷！		UI_Juqing_T_Chuanlingbing.img	83000	1
83001	Player	毕竟君臣一场，一定要保他家眷安全！			83000	2
83002		救出公孙瓒家眷！			83001	0
83003	Player	嗯？为何此处有乌桓骑兵？			83002	2
83004	丘力居	我还准备偷袭，没想到被发现了！		UI_Juqing_T_Qiuliju.img	83003	1
83005	丘力居	乌桓人的未来，究竟在哪里呢……		UI_Juqing_T_Qiuliju.img	83004	1
83006	邹朱	放信号，让乌桓人突袭！		UI_Juqing_T_Zouzhu.img	83005	1
83007	Player	你是等不到他了！			83006	2
83008	邹朱	什么？？可恶……		UI_Juqing_T_Zouzhu.img	83006	1
83009	Player	什么？竟然有埋伏？			83007	2
83010		丘力居伏兵出现！			83008	0
83011	Player	咦？太守邹丹竟然不在么？			83009	2
83012		击破箭塔与政厅，解救公孙瓒家眷！			83010	0
83013	斥候	启禀主公，我们已经救出了公孙瓒的家眷！		UI_Juqing_T_Chuanlingbing.img	83011	1
83014	Player	速速离开这里吧！			83011	2
83015		护送公孙瓒家眷离开北平			83012	0
83016	邹丹	竟然差点让你们跑掉！给我拿下！		UI_Juqing_T_Zoudan.img	83013	1
83017	邹丹	唾手可得的大功就这么跑了……		UI_Juqing_T_Zoudan.img	83014	1
83018	家丁	好累，我们休息一下吧……		UI_Juqing_T_Jiading.img	83015	1
83019	颜良	站住！公孙瓒的家眷可以走，你留下！！		UI_Juqing_T_Yanliang.img	83016	1
83020	颜良	多次败于你手，我心中不甘！！		UI_Juqing_T_Yanliang.img	83016	1
83021	Player	你们先走，我解决他！			83016	2
83022	颜良	还是输给你了啊……这次我心服口服……		UI_Juqing_T_Yanliang.img	83017	1
83023	传令兵	公孙瓒家眷死亡，游戏失败！		UI_Juqing_T_Chuanlingbing.img	83018	1
84000	Player	两军相持不下，司马懿大人令我等绕过柳城。			84000	2
84001	Player	希望一切顺利……			84000	2
84002		绕过柳城！			84001	0
84003	Player	前方有两条路，走哪条呢……			84002	2
84004	柳毅	咦？埋伏竟然被发现了？		UI_Juqing_T_Wanghong.img	84003	1
84005	Player	果然有埋伏！			84003	2
84006	柳毅	埋伏失败，回去杨祚也不会责怪我吧？		UI_Juqing_T_Wanghong.img	84004	12
84007	柳毅	敌军进入了埋伏圈！全军出击！		UI_Juqing_T_Wanghong.img	84005	1
84008		柳毅部、阳仪部出击！！			84006	0
84009	阳仪	哎？哎？？怎么没有收到信号？		UI_Juqing_T_Dingfang.img	84007	1
84010	阳仪	剧本不是这么写的…		UI_Juqing_T_Dingfang.img	84008	1
84011	阳仪	敌军竟然跑到了那里！为什么没有人发信号？		UI_Juqing_T_Dingfang.img	84009	1
84012	辽东斥候	什么？敌军已经到这里了？快去报讯！		UI_Juqing_T_Chuanlingbing.img	84010	1
84013	杨祚	哈哈哈哈，这里怎么可能有敌军？		UI_Juqing_T_Yangzuo.img	84011	1
84014	杨祚	怎……怎么会……		UI_Juqing_T_Yangzuo.img	84012	1
84015	杨祚	撤回柳城！放他们去襄平送死！		UI_Juqing_T_Yangzuo.img	84013	1
85000	Player	司马大人说，襄平城坚人众，不可强攻。			85000	2
85001	Player	船到桥头自然直吧！			85000	2
85002		先出发吧！			85001	0
85003	辽东斥候	敌军来袭！快给卫演将军发信号！		UI_Juqing_T_Chuanlingbing.img	85002	1
85004	卫演	哼哼，何方宵小偷袭襄平？全军出击！		UI_Juqing_T_Weiyan.img	85002	1
85005		卫演部发现你的存在！			85003	0
85006	Player	敌军势大，不可硬拼！可以走右侧小路绕到敌后！			85004	2
85007	斥候	将军，敌军势大！不可硬拼啊！！		UI_Juqing_T_Chuanlingbing.img	85005	1
85008	卫演	哈哈哈，今天将是我卫演扬名天下之日！		UI_Juqing_T_Weiyan.img	85005	1
85009	斥候	攻破辽东军大营，可以大幅度削弱敌军！		UI_Juqing_T_Chuanlingbing.img	85006	1
85010	卫演	什么？竟然攻破了我军大营？		UI_Juqing_T_Weiyan.img	85007	1
85011		卫演军士气动摇，遭到重创			85008	0
85012	卫演	不该这样的……今日应该是我扬名之日啊……		UI_Juqing_T_Weiyan.img	85009	1
85013	公孙渊	什么！卫演竟然死了？速速撤军！！		UI_Juqing_T_Gongsunyuan.img	85009	1
85014		阻止公孙渊部撤离！			85010	0
85015	百姓	公孙狗贼要逃了！快阻止他！		UI_Juqing_T_Jiading.img	85011	1
85016	公孙渊	哼，一群贱民，也敢拦我去路？		UI_Juqing_T_Gongsunyuan.img	85011	1
85017	百姓	公孙狗贼，你不得好死！		UI_Juqing_T_Jiading.img	85012	1
85018	公孙渊	哼，跑的真慢→_→		UI_Juqing_T_Gongsunyuan.img	85013	1
85019	公孙渊	唔……竟然被追上来了……		UI_Juqing_T_Gongsunyuan.img	85014	1
85020	Player	公孙叛逆，速速受死！			85014	2
85021	公孙渊	我……竟然会败……都怪这群贱民……		UI_Juqing_T_Gongsunyuan.img	85015	1
85022	Player	失道寡助，正是此理！			85015	2
86000	司马昭	玄莵太守识相，投降我军。父亲派你我前来接受。		UI_Juqing_T_Simazhao.img	86000	1
86001	Player	玄莵此番得免战火，愿为将军马首是瞻。			86000	2
86002	司马昭	哈哈哈哈哈，将军言重了。全军出发！		UI_Juqing_T_Simazhao.img	86000	1
86003		前往玄菟政厅，接收城池			86001	0
86004	柳甫	襄平已被你们屠城，还想再屠掉玄莵么？		UI_Juqing_T_Wanghong.img	86002	1
86005	司马昭	信口雌黄！		UI_Juqing_T_Simazhao.img	86002	1
86006	柳甫	我已经尽力了……		UI_Juqing_T_Wanghong.img	86003	1
86007		前往政厅，接受城池！			86004	0
86008		成功接收玄菟！			86005	0
86009	毕盛	我们不能坐以待毙！		UI_Juqing_T_Wanghong.img	86006	1
86010		清除城内叛乱！			86007	0
86011	毕盛	狗贼，吃我一刀！		UI_Juqing_T_Wanghong.img	86008	1
86012	毕盛	难道玄菟的百姓，就这样完了么……		UI_Juqing_T_Wanghong.img	86009	1
86013	Player	城中传来喧哗声，难道……			86009	2
86014		速去城中查看			86010	0
86015	司马昭	这些乱臣贼子，都给我杀了！		UI_Juqing_T_Simazhao.img	86011	1
86016	Player	刀下留人！百姓都是无辜的！			86011	2
86017	司马昭	给我把他一起干掉！早看他不顺眼了！		UI_Juqing_T_Simazhao.img	86011	1
86018	司马昭	你给我等着！！		UI_Juqing_T_Simazhao.img	86012	1
86019	Player	惹怒了司马昭……还是先离开玄菟吧……			86012	2
86020		逃离玄菟！			86013	0
86021	陈圭	哼，你这叛逆，还不下马受降？		UI_Juqing_T_Dingfang.img	86014	1
86022	Player	司马昭残暴不仁，我做的没错！			86014	2
86023	陈圭	就算你逃到天涯海角，司马大人也会抓到你的！		UI_Juqing_T_Dingfang.img	86015	1
86024	Player	……			86015	2
86025	司马懿	哦？你要往哪里去？		UI_Juqing_T_Simayi.img	86016	1
86026	Player	贵军残杀百姓，我不敢苟同！			86016	2
86027	司马懿	呵呵，此战如果你赢了，就可以安然离开！		UI_Juqing_T_Simayi.img	86016	1
86028	司马懿	真是个有趣的人，你可以走了！		UI_Juqing_T_Simayi.img	86017	1
86029	传令兵	司马昭死亡，保护不力，游戏失败！		UI_Juqing_T_Chuanlingbing.img	86018	1
87000	Player	前方就是东沓，从东沓出海，便可逃出生天！			87000	2
87001		通过东沓出海！			87001	0
87002	卑剧	叛国小儿，刀下受死！		UI_Juqing_T_Wanghong.img	87002	1
87003	Player	……			87002	2
87004	Player	司马家视百姓为蝼蚁，我不耻与其为伍！			87003	2
87005	卑剧	是我等错了！实际上我家太守候君多时了！		UI_Juqing_T_Wanghong.img	87003	1
87006	卑剧	将军且随我来~~~		UI_Juqing_T_Wanghong.img	87003	1
87007		跟随卑剧前往城中			87004	0
87008	卑微	太守公务繁忙，特令我等招待将军！		UI_Juqing_T_weixu.img	87005	1
87009	卑微	小小特产，不成敬意~~		UI_Juqing_T_weixu.img	87005	1
87010	Player	不好！！			87006	2
87011		遭到毒箭袭击！			87007	0
87012	卑衍	哈哈哈哈，小儿，纳命来！		UI_Juqing_T_Shanjing.img	87008	1
87013		击败卑衍，杀出血路！			87009	0
87014	卑衍	(⊙o⊙)…好强…		UI_Juqing_T_Shanjing.img	87010	1
87015	卑微	啊……		UI_Juqing_T_weixu.img	87011	1
87016	卑剧	悲剧了……		UI_Juqing_T_Wanghong.img	87012	1
87017	卑衍	卑职公务繁忙，特令人在城中款待。将军不要客气。		UI_Juqing_T_Shanjing.img	87013	1
87018		卑衍准备了神秘宝箱！			87014	0
87019	卑衍	如此正气凛然，两袖清风之人……罢了……		UI_Juqing_T_Shanjing.img	87015	1
87020	司马昭	唔？埋伏竟然被发现了么？		UI_Juqing_T_Simazhao.img	87016	1
87021	司马昭	算你厉害！以后别再出现在我眼前！		UI_Juqing_T_Simazhao.img	87017	1
87022	陈圭	得罪了司马大人，还想逃？		UI_Juqing_T_Dingfang.img	87018	1
87023	司马昭	哼哼，就是此时，全军出击！		UI_Juqing_T_Simazhao.img	87019	1
87024		司马昭部出现！			87020	0
87025	陈圭	实在守不住港口了……快撤！		UI_Juqing_T_Dingfang.img	87021	1
87026	Player	并不是每个人，都会屈服于暴力！			87021	2
88000	传令兵	关将军有令：夺下水门！		UI_Juqing_T_Chuanlingbing.img	88000	1
88001	Player	得令！			88000	2
88002		夺下水门！			88001	0
88003	水闸驻军	敌人来袭！！		UI_Juqing_T_Chuanlingbing.img	88002	1
88004	Player	夺下了水门，接下来要防止被夺回……			88003	2
88005		保护水门寨不要被攻破！			88004	0
88006		襄阳斥候出现			88005	0
88007	曹仁	斥候到期未归，牛金何在，速去查看水门！！		UI_Juqing_T_Caoren.img	88006	1
88008	牛金	末将得令！		UI_Juqing_T_Niujin.img	88006	1
88009		牛金部出现			88007	0
88010	牛金	何方小贼，快快束手就擒！		UI_Juqing_T_Niujin.img	88008	1
88011	牛金	敌军势大，速速回禀将军！		UI_Juqing_T_Niujin.img	88009	1
88012	曹仁	什么？敌军果然攻占了水门？		UI_Juqing_T_Caoren.img	88009	1
88013	曹仁	全军出击！		UI_Juqing_T_Caoren.img	88009	1
88014		曹仁部出现			88010	0
88015	曹仁	哼哼，困守孤营，自投死路！		UI_Juqing_T_Caoren.img	88011	1
88016	牛金	正是此时，全军出击！		UI_Juqing_T_Niujin.img	88011	1
88017	牛金	敌军好强，速速撤退！		UI_Juqing_T_Niujin.img	88012	1
88018	曹仁	全军撤退，紧守城门！		UI_Juqing_T_Caoren.img	88013	1
88019	Player	水攻成功了！			88014	2
88020	斥候	关羽大人有令，北上捉拿于禁庞德！		UI_Juqing_T_Chuanlingbing.img	88014	1
88021		捉拿于禁、庞德			88015	0
88022	于禁	竟然在这个时候遭到突袭……是关羽的计谋么？		UI_Juqing_T_Yujin.img	88016	1
88023	于禁	我败了……心服口服……		UI_Juqing_T_Yujin.img	88017	1
88024		生擒于禁			88018	0
88025	庞德	关羽何在？可敢与我一战？？		UI_Juqing_T_Pangde.img	88019	1
88026	庞德	马革裹尸，死得其所，快哉快哉！		UI_Juqing_T_Pangde.img	88020	1
88027	斥候	襄阳城外已无敌踪，关羽大人令将军攻占宛城！		UI_Juqing_T_Chuanlingbing.img	88020	1
88028	Player	唔……阻断敌人的援军么？			88020	2
88029		庞德死亡			88021	0
88030		前往宛城			88022	0
89000	Player	攻占宛城，阻断曹军的援军，襄阳旦夕可下！			89000	2
89001	Player	关将军真是好谋略！			89000	2
89002		攻占宛城！			89001	0
89003	顾俊	哼，有我在，迈进宛城一步！		UI_Juqing_T_Wanghong.img	89002	1
89004	顾俊	呃……X_X		UI_Juqing_T_Wanghong.img	89003	1
89005	山贼	呵呵，又来了一只肥羊！		UI_Juqing_T_Shanzei.img	89004	1
89006	土匪	交出钱来，我们管埋哦！		UI_Juqing_T_Tufei.img	89004	1
89007	山贼	快走快走，是个硬茬子！		UI_Juqing_T_Shanzei.img	89005	1
89008	土匪	不交钱你就走嘛，打什么人T_T		UI_Juqing_T_Tufei.img	89006	1
89009	乐进	攻占宛城，阻断许都袁军，关羽真是好算计！		UI_Juqing_T_Yuejin.img	89007	1
89010	乐进	关羽算计的好，可惜人算不如天算，呵呵呵呵……		UI_Juqing_T_Yuejin.img	89008	1
89011	Player	攻下了宛城，想来关将军那边也一切顺利吧！			89009	2
89012	斥候	报！孙权大将吕蒙白衣渡江，偷了荆州！		UI_Juqing_T_Chuanlingbing.img	89009	1
89013	Player	孤军深入太危险了，撤军！不要原路返回！			89009	2
89014		撤退！			89010	0
89015	徐晃	你孤军深入，还不快快束手就擒？		UI_Juqing_T_xuhuang.img	89011	1
89016	Player	糟糕……			89011	2
89017		徐晃部出现			89012	0
89018	徐晃	关羽撤军，襄阳之围已解，咱们来日再战！		UI_Juqing_T_Xuhuang.img	89013	1
89019	Player	关将军前路不通，后路已断，还是去上庸求援吧！			89013	2
89020		前往上庸求援！			89014	0
89021	Player	徐晃出现在这里，关将军定然撤退了！			89015	2
89022	Player	还是去上庸求援吧！			89015	2
89023	Player	前往上庸求援……希望还来得及……			89016	2
90000	Player	关将军急需援兵，我要快点赶到上庸才是！			90000	2
90001		前往上庸！			90001	0
90002		追兵出现！			90002	0
90003	Player	糟糕，被追上了！			90003	2
90004	Player	要加快速度了！			90004	2
90005		陆逊部出现！			90005	0
90006	陆逊	休想为关羽找到援兵！		UI_Juqing_T_luxun.img	90006	1
90007	陆逊	可恶……撤军！		UI_Juqing_T_luxun.img	90007	1
90008		徐晃部出现！			90008	0
90009	徐晃	这次可不会让你这么容易跑了！		UI_Juqing_T_xuhuang.img	90009	1
90010	徐晃	(⊙o⊙)…还是大意了么……		UI_Juqing_T_xuhuang.img	90010	1
90011		曹仁部出现			90011	0
90012	李辅	来者何人？		UI_Juqing_T_Wanghong.img	90012	1
90013	Player	我乃荆州关将军部下，特来上庸求援！			90012	2
90014	李辅	当我三岁小儿不成？你身后可跟着敌军呢！		UI_Juqing_T_Wanghong.img	90012	1
