instanceid	名字	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y	x	y
23349	龙飞凤舞	-453	-15702	3795	-13007	3285	-9917	3098	-5286	3300	-1879	4938	-42	6110	-4448	3739	-7106	785	-7169	649	-8868																
23350	龙飞凤舞	-453	-15702	3775	-13007	3265	-9937	3078	-5266	3320	-1899	4958	-42	6130	-4438	3759	-7126	795	-7179	669	-8848																
23351	龙飞凤舞	-453	-15702	3755	-13007	3245	-9957	3058	-5246	3340	-1919	4978	-42	6150	-4428	3779	-7146	805	-7189	689	-8828																
23352	大馒头	-453	-15702	3735	-13007	3225	-9977	3038	-5226	3360	-1939	4998	-42	6170	-4418	3799	-7166	815	-7199	709	-8808																
23353	大馒头	-453	-15702	3715	-13007	3205	-9997	3018	-5206	3380	-1959	5018	-42	6190	-4408	3819	-7186	825	-7209	729	-8788																
23354	大馒头	-453	-15702	3695	-13007	3185	-10017	2998	-5186	3400	-1979	5038	-42	6210	-4398	3839	-7206	835	-7219	749	-8768																
23355	一剑封喉	-453	-15702	3675	-13007	3165	-10037	2978	-5166	3420	-1999	5058	-42	6230	-4388	3859	-7226	845	-7229	769	-8748																
23356	一剑封喉	-453	-15702	3655	-13007	3145	-10057	2958	-5146	3440	-2019	5078	-42	6250	-4378	3879	-7246	855	-7239	789	-8728																
23357	一剑封喉	-453	-15702	3635	-13007	3125	-10077	2938	-5126	3460	-2039	5098	-42	6270	-4368	3899	-7266	865	-7249	809	-8708																
23358	飘飘飘	-453	-15702	3615	-13007	3105	-10097	2918	-5106	3480	-2059	5118	-42	6290	-4358	3919	-7286	875	-7259	829	-8688																
23359	飘飘飘	-453	-15702	3595	-13007	3085	-10117	2898	-5086	3500	-2079	5138	-42	6310	-4348	3939	-7306	885	-7269	849	-8668																
23360	飘飘飘	-453	-15702	3575	-13007	3065	-10137	2878	-5066	3520	-2099	5158	-42	745	-7129	3263	-6948	6030	-4488																		
23361	请叫我大佬	-453	-15702	3555	-13007	3045	-10157	2858	-5046	3540	-2119	5178	-42	765	-7149	3283	-6968	6050	-4468																		
23362	请叫我大佬	-453	-15702	3535	-13007	3025	-10177	2838	-5026	3560	-2139	5198	-42	785	-7169	3303	-6988	6070	-4448																		
23363	请叫我大佬	-453	-15702	3515	-13007	3005	-10197	2818	-5006	3580	-2159	5218	-42	805	-7189	3323	-7008	6090	-4428																		
23364	城防援军	-22	5560	2688	6925	3390	4368	3389	1947	6594	1492	7744	-20	825	-7209	3343	-7028	6110	-4408																		
23365	城防援军	-22	5560	2668	6945	3370	4348	3369	1967	6574	1472	7764	-40	845	-7229	3363	-7048	6130	-4388																		
23366	城防援军	-22	5560	2648	6965	3350	4328	3349	1987	6554	1452	7784	-60	865	-7249	3383	-7068	6150	-4368																		
23367	城防援军	-22	5560	2628	6985	3330	4308	3329	2007	6534	1432	7804	-80	885	-7269	3403	-7088	6170	-4348																		
23368	城防援军	-22	5560	2608	7005	3310	4288	3309	2027	6514	1412	7824	-100	905	-7289	3423	-7108	6190	-4328																		
23369	城防援军	-22	5560	2588	7025	3290	4268	3289	2047	6494	1392	7844	-120	925	-7309	3443	-7128	6210	-4308																		
23370	城防援军	-22	5560	2568	7045	3270	4248	3269	2067	6474	1372	7864	-140	945	-7329	3463	-7148	6230	-4288																		
23371	城防援军	-22	5560	2548	7065	3250	4228	3249	2087	6454	1352	7884	-160	965	-7349	3483	-7168	6250	-4268																		
23372	城防援军	-22	5560	2528	7085	3230	4208	3229	2107	6434	1332	7904	-180	985	-7369	3503	-7188	6270	-4248																		
23373	城防援军	-22	5560	2508	7105	3210	4188	3209	2127	6414	1312	7924	-200	1005	-7389	3523	-7208	6290	-4228																		
23374	城防援军	-22	5560	2488	7125	3190	4168	3189	2147	6394	1292	7944	-220	1025	-7409	3543	-7228	6310	-4208																		
23375	城防援军	-22	5560	2468	7145	3170	4148	3169	2167	6374	1272	7964	-240	7744	-20																						
23376	城防援军	-22	5560	2448	7165	3150	4128	3149	2187	6354	1252	7984	-260	7764	-20																						
23377	城防援军	-22	5560	2428	7185	3130	4108	3129	2207	6334	1232	8004	-280	7784	-20																						
23378	城防援军	-22	5560	2408	7205	3110	4088	3109	2227	6314	1212	8024	-300	7804	-20																						
23430	车太闲	11489	-444	7978	-307	4363	323	-2720	-16	-6475	-1554			7824	-20																						
23431	车太闲	11489	-444	7958	-327	4343	343	-2740	-36	-6455	-1574			7844	-20																						
23432	车太闲	11489	-444	7938	-347	4323	363	-2760	-56	-6435	-1594			7864	-20																						
23433	五仁月饼	11489	-444	7918	-367	4303	383	-2780	-76	-6415	-1614			7884	-20																						
23434	五仁月饼	11489	-444	7898	-387	4283	403	-2800	-96	-6395	-1634			7904	-20																						
23435	五仁月饼	11489	-444	7878	-407	4263	423	-2820	-116	-6375	-1654			7924	-20																						
23436	六块钱的浪漫	11489	-444	7858	-427	4243	443	-2840	-136	-6355	-1674			7944	-20																						
23437	六块钱的浪漫	11489	-444	7838	-447	4223	463	-2860	-156	-6335	-1694			7964	-20																						
23438	六块钱的浪漫	11489	-444	7818	-467	4203	483	-2880	-176	-6315	-1714			7984	-20																						
23439	九牛一毛	11489	-444	7798	-487	4183	503	-2900	-196	-6295	-1734			8004	-20																						
23440	九牛一毛	11489	-444	7778	-507	4163	523	-2920	-216	-6275	-1754			8024	-20																						
23441	九牛一毛	11489	-444	7758	-527	4143	543	-2940	-236	-6255	-1774			4733	242	3300	-1879	3098	-5286																		
23442	请叫我大佬	11489	-444	7738	-547	4123	563	-2960	-256	-6235	-1794			4713	262	3320	-1859	3078	-5266																		
23443	请叫我大佬	11489	-444	7718	-567	4103	583	-2980	-276	-6215	-1814			4693	282	3340	-1839	3058	-5246																		
23444	请叫我大佬	11489	-444	7698	-587	4083	603	-3000	-296	-6195	-1834			4673	302	3360	-1819	3038	-5226																		
23445	城防援军	-11227	-2880	-9522	-2068	-6475	-1554	-2720	-16					4653	322	3380	-1799	3018	-5206																		
23446	城防援军	-11227	-2880	-9542	-2048	-6455	-1574	-2740	-36					4633	342	3400	-1779	2998	-5186																		
23447	城防援军	-11227	-2880	-9562	-2028	-6435	-1594	-2760	-56					4613	362	3420	-1759	2978	-5166																		
23448	城防援军	-11227	-2880	-9582	-2008	-6415	-1614	-2780	-76					4593	382	3440	-1739	2958	-5146																		
23449	城防援军	-11227	-2880	-9602	-1988	-6395	-1634	-2800	-96					4573	402	3460	-1719	2938	-5126																		
23450	城防援军	-11227	-2880	-9622	-1968	-6375	-1654	-2820	-116					4553	422	3480	-1699	2918	-5106																		
23451	城防援军	-11227	-2880	-9642	-1948	-6355	-1674	-2840	-136					4533	442	3500	-1679	2898	-5086																		
23452	城防援军	-11227	-2880	-9662	-1928	-6335	-1694	-2860	-156					4513	462	3520	-1659	2878	-5066																		
23453	城防援军	-11227	-2880	-9682	-1908	-6315	-1714	-2880	-176					4493	482	3540	-1639	2858	-5046																		
23454	城防援军	-11227	-2880	-9702	-1888	-6295	-1734	-2900	-196					4473	502	3560	-1619	2838	-5026																		
23455	城防援军	-11227	-2880	-9722	-1868	-6275	-1754	-2920	-216					4453	522	3580	-1599	2818	-5006																		
23456	城防援军	-11227	-2880	-9742	-1848	-6255	-1774	-2940	-236																												
23457	城防援军	-11227	-2880	-9762	-1828	-6235	-1794	-2960	-256																												
23458	城防援军	-11227	-2880	-9782	-1808	-6215	-1814	-2980	-276																												
23459	城防援军	-11227	-2880	-9802	-1788	-6195	-1834	-3000	-296																												
23536	乔巴巴	-12230	3440	-8764	630	-6048	-669	-2835	-326	-232	320	4880	1657																								
23537	乔巴巴	-12240	3440	-8784	650	-6028	-689	-2815	-346	-212	340	4860	1677																								
23538	乔巴巴	-12250	3440	-8804	670	-6008	-709	-2795	-366	-192	360	4840	1697																								
23539	说翻就翻	-12260	3440	-8824	690	-5988	-729	-2775	-386	-172	380	4820	1717																								
23540	说翻就翻	-12270	3440	-8844	710	-5968	-749	-2755	-406	-152	400	4800	1737																								
23541	说翻就翻	-12280	3440	-8864	730	-5948	-769	-2735	-426	-132	420	4780	1757																								
23542	旺尼玛	-12290	3440	-8884	750	-5928	-789	-2715	-446	-112	440	4760	1777																								
23543	旺尼玛	-12300	3440	-8904	770	-5908	-809	-2695	-466	-92	460	4740	1797																								
23544	旺尼玛	-12310	3440	-8924	790	-5888	-829	-2675	-486	-72	480	4720	1817																								
23545	李潮羊	-12320	3440	-8944	810	-5868	-849	-2655	-506	-52	500	4700	1837																								
23546	李潮羊	-12330	3440	-8964	830	-5848	-869	-2635	-526	-32	520	4680	1857																								
23547	李潮羊	-12340	3440	-8984	850	-5828	-889	-2615	-546	-12	540	4660	1877																								
23548	我就是大佬	-12230	3440	-8764	630	-6048	-669	-2835	-326	-232	320	4880	1657																								
23549	我就是大佬	-12240	3440	-8784	650	-6028	-689	-2815	-346	-212	340	4860	1677																								
23550	我就是大佬	-12250	3440	-8804	670	-6008	-709	-2795	-366	-192	360	4840	1697																								
23551	城防援军	12523	-4354	12210	-384	8607	1277	4880	1657																												
23552	城防援军	12533	-4354	12230	-364	8627	1257	4860	1677																												
23553	城防援军	12543	-4354	12250	-344	8647	1237	4840	1697																												
23554	城防援军	12553	-4354	12270	-324	8667	1217	4820	1717																												
23555	城防援军	12563	-4354	12290	-304	8687	1197	4800	1737																												
23556	城防援军	12573	-4354	12310	-284	8707	1177	4780	1757																												
23557	城防援军	12583	-4354	12330	-264	8727	1157	4760	1777																												
23558	城防援军	12593	-4354	12350	-244	8747	1137	4740	1797																												
23559	城防援军	12603	-4354	12370	-224	8767	1117	4720	1817																												
23560	城防援军	12613	-4354	12390	-204	8787	1097	4700	1837																												
23561	城防援军	12623	-4354	12410	-184	8807	1077	4680	1857																												
23562	城防援军	12633	-4354	12430	-164	8827	1057	4660	1877					8607	1277																						
23563	城防援军	12643	-4354	12450	-144	8847	1037	4640	1897					8627	1257																						
23564	城防援军	12653	-4354	12470	-124	8867	1017	4620	1917					8647	1237																						
23565	城防援军	12663	-4354	12490	-104	8887	997	4600	1937					8667	1217																						
23644	古灵精怪	8546	-12155	4160	-9082	548	-9085	-2040	-6535	-2672	-2782	-6248	-2962	8687	1197																						
23645	古灵精怪	8526	-12175	4140	-9062	568	-9055	-2020	-6555	-2652	-2762	-6268	-2942	8707	1177																						
23646	古灵精怪	8506	-12195	4120	-9042	588	-9025	-2000	-6575	-2632	-2742	-6288	-2922	8727	1157																						
23647	搞笑担当	8486	-12215	4100	-9022	608	-8995	-1980	-6595	-2612	-2722	-6308	-2902	8747	1137																						
23648	搞笑担当	8466	-12235	4080	-9002	628	-8965	-1960	-6615	-2592	-2702	-6328	-2882	8767	1117																						
23649	搞笑担当	8446	-12255	4060	-8982	648	-8935	-1940	-6635	-2572	-2682	-6348	-2862	8787	1097																						
23650	妈妈再a我1次	8426	-12275	4040	-8962	668	-8905	-1920	-6655	-2552	-2662	-6368	-2842	8807	1077																						
23651	妈妈再a我1次	8406	-12295	4020	-8942	688	-8875	-1900	-6675	-2532	-2642	-6388	-2822	8827	1057																						
23652	妈妈再a我1次	8386	-12315	4000	-8922	708	-8845	-1880	-6695	-2512	-2622	-6408	-2802	8607	1277																						
23653	骑马小妹	8366	-12335	3980	-8902	728	-8815	-1860	-6715	-2492	-2602	-6428	-2782	8627	1257																						
23654	骑马小妹	8346	-12355	3960	-8882	748	-8785	-1840	-6735	-2472	-2582	-6448	-2762	8647	1237																						
23655	骑马小妹	8326	-12375	3940	-8862	768	-8755	-1820	-6755	-2452	-2562	-6468	-2742																								
23656	我就是大佬	8366	-12335	3980	-8902	728	-8815	-1860	-6715	-2492	-2602	-6428	-2782																								
23657	我就是大佬	8346	-12355	3960	-8882	748	-8785	-1840	-6735	-2472	-2582	-6448	-2762																								
23658	我就是大佬	8326	-12375	3940	-8862	768	-8755	-1820	-6755	-2452	-2562	-6468	-2742																								
23659	城防援军	-8037	-7116	-8109	4295	-8225	625	-7896	-1536	-8055	-4115	-6248	-2962																								
23660	城防援军	-8037	-7116	-8129	4275	-8245	645	-7876	-1516	-8035	-4135	-6228	-2942																								
23661	城防援军	-8037	-7116	-8149	4255	-8265	665	-7856	-1496	-8015	-4155	-6208	-2922																								
23662	城防援军	-8037	-7116	-8169	4235	-8285	685	-7836	-1476	-7995	-4175	-6188	-2902																								
23663	城防援军	-8037	-7116	-8189	4215	-8305	705	-7816	-1456	-7975	-4195	-6168	-2882																								
23664	城防援军	-8037	-7116	-8209	4195	-8325	725	-7796	-1436	-7955	-4215	-6148	-2862																								
23665	城防援军	-8037	-7116	-8229	4175	-8345	745	-7776	-1416	-7935	-4235	-6128	-2842																								
23666	城防援军	-8037	-7116	-8249	4155	-8365	765	-7756	-1396	-7915	-4255	-6108	-2822																								
23667	城防援军	-8037	-7116	-8269	4135	-8385	785	-7736	-1376	-7895	-4275	-6088	-2802																								
23668	城防援军	-8037	-7116	-8289	4115	-8405	805	-7716	-1356	-7875	-4295	-6068	-2782																								
23669	城防援军	-8037	-7116	-8309	4095	-8425	825	-7696	-1336	-7855	-4315	-6048	-2762																								
23670	城防援军	-8037	-7116	-8329	4075	-8445	845	-7676	-1316	-7835	-4335	-6028	-2742	-8055	-4115																						
23671	城防援军	-8037	-7116	-8349	4055	-8465	865	-7656	-1296	-7815	-4355	-6008	-2722	-8035	-4135																						
23672	城防援军	-8037	-7116	-8369	4035	-8485	885	-7636	-1276	-7795	-4375	-5988	-2702	-8015	-4155																						
23673	城防援军	-8037	-7116	-8389	4015	-8505	905	-7616	-1256	-7775	-4395	-5968	-2682	-7995	-4175																						
23753	加菲瞄	-10237	-11296	-7701	-5728	-9577	-3090	-9866	489	-9283	3903	-9171	7191	-7975	-4195										4286												
23754	加菲瞄	-10217	-11276	-7721	-5748	-9557	-3070	-9846	469	-9263	3923	-9151	7171	-7955	-4215										4266												
23755	加菲瞄	-10197	-11256	-7741	-5768	-9537	-3050	-9826	449	-9243	3943	-9131	7151	-7935	-4235										4246												
23756	一步三回头	-10177	-11236	-7761	-5788	-9517	-3030	-9806	429	-9223	3963	-9111	7131	-7915	-4255										4226												
23757	一步三回头	-10157	-11216	-7781	-5808	-9497	-3010	-9786	409	-9203	3983	-9091	7111	-7895	-4275										4206												
23758	一步三回头	-10137	-11196	-7801	-5828	-9477	-2990	-9766	389	-9183	4003	-9071	7091	-7875	-4295										4186												
23759	吃饱饱	-10117	-11176	-7821	-5848	-9457	-2970	-9746	369	-9163	4023	-9051	7071	-7855	-4315										4166												
23760	吃饱饱	-10097	-11156	-7841	-5868	-9437	-2950	-9726	349	-9143	4043	-9031	7051	-7835	-4335										4146												
23761	吃饱饱	-10077	-11136	-7861	-5888	-9417	-2930	-9706	329	-9123	4063	-9011	7031	-7875	-4295										4126												
23762	居乐乐	-10057	-11116	-7881	-5908	-9397	-2910	-9686	309	-9103	4083	-8991	7011	-7855	-4315										4106												
23763	居乐乐	-10037	-11096	-7901	-5928	-9377	-2890	-9666	289	-9083	4103	-8971	6991	-7835	-4335										4086												
23764	居乐乐	-10017	-11076	-7921	-5948	-9357	-2870	-9646	269	-9063	4123	-8951	6971	-2672	-2782										4066												
23765	我就是大佬	-9997	-11056	-7941	-5968	-9337	-2850	-9626	249	-9043	4143	-8931	6951	-2652	-2762										4046												
23766	我就是大佬	-9977	-11036	-7961	-5988	-9317	-2830	-9606	229	-9023	4163	-8911	6931	-2632	-2742										4026												
23767	我就是大佬	-9957	-11016	-7981	-6008	-9297	-2810	-9586	209	-9003	4183	-8891	6911	-2612	-2722										4006												
23768	城防援军	3299	11688	1477	8857	-1356	6911	-3100	10356	-5731	8923	-8219	10622	-2592	-2702																						
23769	城防援军	3299	11688	1457	8837	-1336	6931	-3120	10336	-5741	8943	-8239	10642	-2572	-2682																						
23770	城防援军	3299	11688	1437	8817	-1316	6951	-3140	10316	-5751	8963	-8259	10662	-2552	-2662																						
23771	城防援军	3299	11688	1417	8797	-1296	6971	-3160	10296	-5761	8983	-8279	10682	-2532	-2642																						
23772	城防援军	3299	11688	1397	8777	-1276	6991	-3180	10276	-5771	9003	-8299	10702	-2512	-2622																						
23773	城防援军	3299	11688	1377	8757	-1256	7011	-3200	10256	-5781	9023	-8319	10722	-2492	-2602																						
23774	城防援军	3299	11688	1357	8737	-1236	7031	-3220	10236	-5791	9043	-8339	10742	-2472	-2582																						
23775	城防援军	3299	11688	1337	8717	-1216	7051	-3240	10216	-5801	9063	-8359	10762	-2452	-2562																						
23776	城防援军	3299	11688	1317	8697	-1196	7071	-3260	10196	-5811	9083	-8379	10782	-2432	-2542																						
23777	城防援军	3299	11688	1297	8677	-1176	7091	-3280	10176	-5821	9103	-8399	10802	-2412	-2522																						
23778	城防援军	3299	11688	1277	8657	-1156	7111	-3300	10156	-5831	9123	-8419	10822	-2392	-2502																						
23779	城防援军	3299	11688	1257	8637	-1136	7131	-3320	10136	-5841	9143	-8439	10842	-8219	10622	-5731	8923	-3100	10356					13766													
23780	城防援军	3299	11688	1237	8617	-1116	7151	-3340	10116	-5851	9163	-8459	10862	-8239	10642	-5711	8943	-3120	10336					13746													
23781	城防援军	3299	11688	1217	8597	-1096	7171	-3360	10096	-5861	9183	-8479	10882	-8259	10662	-5691	8963	-3140	10316					13726													
23782	城防援军	3299	11688	1197	8577	-1076	7191	-3380	10076	-5871	9203	-8499	10902	-8279	10682	-5671	8983	-3160	10296					13706													
23868	潜龙出海	-7219	7356	-5719	3081	-5707	-253	-2700	-977	883	1762	4739	751	-8299	10702	-5651	9003	-3180	10276					13686													
23869	潜龙出海	-7239	7326	-5739	3061	-5727	-233	-2720	-957	863	1742	4729	731	-8319	10722	-5631	9023	-3200	10256					13666													
23870	潜龙出海	-7259	7296	-5759	3041	-5747	-213	-2740	-937	843	1722	4719	711	-8339	10742	-5611	9043	-3220	10236					13646													
23871	长衫赵子龙	-7279	7266	-5779	3021	-5767	-193	-2760	-917	823	1702	4709	691	-8359	10762	-5591	9063	-3240	10216					13626													
23872	长衫赵子龙	-7299	7236	-5799	3001	-5787	-173	-2780	-897	803	1682	4699	671	-8379	10782	-5571	9083	-3260	10196					13606													
23873	长衫赵子龙	-7319	7206	-5819	2981	-5807	-153	-2800	-877	783	1662	4689	651	-8399	10802	-5551	9103	-3280	10176					13586													
23874	法老王	-7339	7176	-5839	2961	-5827	-133	-2820	-857	763	1642	4679	631	-8419	10822	-5531	9123	-3300	10156					13566													
23875	法老王	-7359	7146	-5859	2941	-5847	-113	-2840	-837	743	1622	4669	611	-8439	10842	-5511	9143	-3320	10136					13546													
23876	法老王	-7379	7116	-5879	2921	-5867	-93	-2860	-817	723	1602	4659	591	-8459	10862	-5491	9163	-3340	10116					13526													
23877	烽起连城	-7399	7086	-5899	2901	-5887	-73	-2880	-797	703	1582	4649	571	-8479	10882	-5471	9183	-3360	10096					13506													
23878	烽起连城	-7419	7056	-5919	2881	-5907	-53	-2900	-777	683	1562	4639	551	-8499	10902	-5451	9203	-3380	10076					13486													
23879	烽起连城	-7439	7026	-5939	2861	-5927	-33	-2920	-757	663	1542	4629	531																								
23880	我就是大佬	-7459	6996	-5959	2841	-5947	-13	-2940	-737	643	1522	4619	511																								
23881	我就是大佬	-7479	6966	-5979	2821	-5967	7	-2960	-717	623	1502	4609	491																								
23882	我就是大佬	-7499	6936	-5999	2801	-5987	27	-2980	-697	603	1482	4599	471																								
23883	城防援军	13541	335	14902	2204	13766	4286	13650	1034	13783	-2693	10558	-3826																								
23884	城防援军	13541	335	14922	2224	13746	4266	13630	1014	13763	-2673	10538	-3846																								
23885	城防援军	13541	335	14942	2244	13726	4246	13610	994	13743	-2653	10518	-3866																								
23886	城防援军	13541	335	14962	2264	13706	4226	13590	974	13723	-2633	10498	-3886																								
23887	城防援军	13541	335	14982	2284	13686	4206	13570	954	13703	-2613	10478	-3906																								
23888	城防援军	13541	335	15002	2304	13666	4186	13550	934	13683	-2593	10458	-3926																								
23889	城防援军	13541	335	15022	2324	13646	4166	13530	914	13663	-2573	10438	-3946																								
23890	城防援军	13541	335	15042	2344	13626	4146	13510	894	13643	-2553	10418	-3966																								
23891	城防援军	13541	335	15062	2364	13606	4126	13490	874	13623	-2533	10398	-3986																								
23892	城防援军	13541	335	15082	2384	13586	4106	13470	854	13603	-2513	10378	-4006																								
23893	城防援军	13541	335	15102	2404	13566	4086	13450	834	13583	-2493	10358	-4026																								
23894	城防援军	13541	335	15122	2424	13546	4066	13430	814	13563	-2473	10338	-4046	8769	1158	8826	-2373	10558	-3826	13783	-2693	13989	649														
23895	城防援军	13541	335	15142	2444	13526	4046	13410	794	13543	-2453	10318	-4066	8749	1128	8846	-2353	10528	-3846	13763	-2673	13969	629														
23896	城防援军	13541	335	15162	2464	13506	4026	13390	774	13523	-2433	10298	-4086	8729	1098	8866	-2333	10498	-3866	13743	-2653	13949	609														
23897	城防援军	13541	335	15182	2484	13486	4006	13370	754	13503	-2413	10278	-4106	8709	1068	8886	-2313	10468	-3886	13723	-2633	13929	589														
23943	我妹爹多	-14385	2331	-9913	1799	-7321	2237	-3831	1677	230	1421	2030	4112	8689	1038	8906	-2293	10438	-3906	13703	-2613	13909	569														
23944	我妹爹多	-14365	2311	-9933	1779	-7341	2217	-3811	1657	210	1441	2050	4132	8669	1008	8926	-2273	10408	-3926	13683	-2593	13889	549														
23945	我妹爹多	-14345	2291	-9953	1759	-7361	2197	-3791	1637	190	1461	2070	4152	8649	978	8946	-2253	10378	-3946	13663	-2573	13869	529														
23946	天命之人	-14325	2271	-9973	1739	-7381	2177	-3771	1617	170	1481	2090	4172	8629	948	8966	-2233	10348	-3966	13643	-2553	13849	509														
23947	天命之人	-14305	2251	-9993	1719	-7401	2157	-3751	1597	150	1501	2110	4192	8609	918	8986	-2213	10318	-3986	13623	-2533	13829	489														
23948	天命之人	-14285	2231	-10013	1699	-7421	2137	-3731	1577	130	1521	2130	4212	8589	888	9006	-2193	10288	-4006	13603	-2513	13809	469														
23949	挖掘机哪家强	-14265	2211	-10033	1679	-7441	2117	-3711	1557	110	1541	2150	4232	8569	858	9026	-2173	10258	-4026	13583	-2493	13789	449														
23950	挖掘机哪家强	-14245	2191	-10053	1659	-7461	2097	-3691	1537	90	1561	2170	4252	8549	828	9046	-2153	10228	-4046	13563	-2473	13769	429														
23951	挖掘机哪家强	-14225	2171	-10073	1639	-7481	2077	-3671	1517	70	1581	2190	4272	8529	798	9066	-2133	10198	-4066	13543	-2453	13749	409														
23952	神之一手	-14205	2151	-10093	1619	-7501	2057	-3651	1497	50	1601	2210	4292	8509	768	9086	-2113	10168	-4086	13523	-2433	13729	389														
23953	神之一手	-14185	2131	-10113	1599	-7521	2037	-3631	1477	30	1621	2230	4312	8489	738	9106	-2093	10138	-4106	13503	-2413	13709	369														
23954	神之一手	-14165	2111	-10133	1579	-7541	2017	-3611	1457	10	1641	2250	4332	8420	-2118	8769	1158	4739	751																		
23955	我就是大佬	-14145	2091	-10153	1559	-7561	1997	-3591	1437	-10	1661	2270	4352	8440	-2138	8749	1138	4729	731																		
23956	我就是大佬	-14125	2071	-10173	1539	-7581	1977	-3571	1417	-30	1681	2290	4372	8460	-2158	8729	1118	4719	711																		
23957	我就是大佬	-14105	2051	-10193	1519	-7601	1957	-3551	1397	-50	1701	2310	4392	8480	-2178	8709	1098	4709	691																		
23958	城防援军	12012	-337	8298	2394	4736	2882	2030	4112	230	1421	-3831	1677	8500	-2198	8689	1078	4699	671																		
23959	城防援军	12012	-337	8278	2374	4756	2862	2010	4132	250	1451	-3851	1657	8520	-2218	8669	1058	4689	651																		
23960	城防援军	12012	-337	8258	2354	4776	2842	1990	4152	270	1481	-3871	1637	8540	-2238	8649	1038	4679	631																		
23961	城防援军	12012	-337	8238	2334	4796	2822	1970	4172	290	1511	-3891	1617	8560	-2258	8629	1018	4669	611																		
23962	城防援军	12012	-337	8218	2314	4816	2802	1950	4192	310	1541	-3911	1597	8580	-2278	8609	998	4659	591																		
23963	城防援军	12012	-337	8198	2294	4836	2782	1930	4212	330	1571	-3931	1577	8600	-2298	8589	978	4649	571																		
23964	城防援军	12012	-337	8178	2274	4856	2762	1910	4232	350	1601	-3951	1557	8620	-2318	8569	958	4639	551																		
23965	城防援军	12012	-337	8158	2254	4876	2742	1890	4252	370	1631	-3971	1537	8640	-2338	8549	938	4629	531																		
23966	城防援军	12012	-337	8138	2234	4896	2722	1870	4272	390	1661	-3991	1517	8660	-2358	8529	918	4619	511																		
23967	城防援军	12012	-337	8118	2214	4916	2702	1850	4292	410	1691	-4011	1497	8680	-2378	8509	898	4609	491																		
23968	城防援军	12012	-337	8098	2194	4936	2682	1830	4312	430	1721	-4031	1477	8700	-2398	8489	878	4599	471																		
23969	城防援军	12012	-337	8078	2174	4956	2662	1810	4332	450	1751	-4051	1457																								
23970	城防援军	12012	-337	8058	2154	4976	2642	1790	4352	470	1781	-4071	1437																								
23971	城防援军	12012	-337	8038	2134	4996	2622	1770	4372	490	1811	-4091	1417																								
23972	城防援军	12012	-337	8018	2114	5016	2602	1750	4392	510	1841	-4111	1397																								
24046	大家快上车	10115	-3427	6632	-1817	5160	936	2232	2059	-1055	2375	-2579	100																								
24047	大家快上车	10135	-3447	6612	-1837	5140	956	2252	2039	-1035	2355	-2559	120																								
24048	大家快上车	10155	-3467	6592	-1857	5120	976	2272	2019	-1015	2335	-2539	140																								
24049	咸鸭蛋超人	10175	-3487	6572	-1877	5100	996	2292	1999	-995	2315	-2519	160																								
24050	咸鸭蛋超人	10195	-3507	6552	-1897	5080	1016	2312	1979	-975	2295	-2499	180																								
24051	咸鸭蛋超人	10215	-3527	6532	-1917	5060	1036	2332	1959	-955	2275	-2479	200																								
24052	玉米好棒	10235	-3547	6512	-1937	5040	1056	2352	1939	-935	2255	-2459	220																								
24053	玉米好棒	10255	-3567	6492	-1957	5020	1076	2372	1919	-915	2235	-2439	240																								
24054	玉米好棒	10275	-3587	6472	-1977	5000	1096	2392	1899	-895	2215	-2419	260																								
24055	大佬你好	10295	-3607	6452	-1997	4980	1116	2412	1879	-875	2195	-2399	280																								
24056	大佬你好	10315	-3627	6432	-2017	4960	1136	2432	1859	-855	2175	-2379	300																								
24057	大佬你好	10335	-3647	6412	-2037	4940	1156	2452	1839	-835	2155	-2359	320																								
24058	别叫我大佬	10355	-3667	6392	-2057	4920	1176	2472	1819	-815	2135	-2339	340																								
24059	别叫我大佬	10375	-3687	6372	-2077	4900	1196	2492	1799	-795	2115	-2319	360																								
24060	别叫我大佬	10395	-3707	6352	-2097	4880	1216	2512	1779	-775	2095	-2299	380																								
24061	城防援军	-12351	-5965	-10481	-2185	-10261	1058	-8242	1647	-6624	-30	-3078	374																								
24062	城防援军	-12351	-5965	-10461	-2165	-10241	1038	-8222	1667	-6644	-50	-3058	354																								
24063	城防援军	-12351	-5965	-10441	-2145	-10221	1018	-8202	1687	-6664	-70	-3038	334																								
24064	城防援军	-12351	-5965	-10421	-2125	-10201	998	-8182	1707	-6684	-90	-3018	314																								
24065	城防援军	-12351	-5965	-10401	-2105	-10181	978	-8162	1727	-6704	-110	-2998	294																								
24066	城防援军	-12351	-5965	-10381	-2085	-10161	958	-8142	1747	-6724	-130	-2978	274																								
24067	城防援军	-12351	-5965	-10361	-2065	-10141	938	-8122	1767	-6744	-150	-2958	254																								
24068	城防援军	-12351	-5965	-10341	-2045	-10121	918	-8102	1787	-6764	-170	-2938	234																								
24069	城防援军	-12351	-5965	-10321	-2025	-10101	898	-8082	1807	-6784	-190	-2918	214																								
24070	城防援军	-12351	-5965	-10301	-2005	-10081	878	-8062	1827	-6804	-210	-2898	194																								
24071	城防援军	-12351	-5965	-10281	-1985	-10061	858	-8042	1847	-6824	-230	-2878	174																								
