BufID	BufferIcon	Buffer描述	BufferTime	Buf类型	备注	abstractid
12501|5	UI_Buff_BaoJi.img	攻击必定暴击，提升30%暴击伤害	8	2	张飞5	26025
12501|6	UI_Buff_BaoJi.img	攻击必定暴击，提升60%暴击伤害	8	2	张飞6	26026
12501|7	UI_Buff_BaoJi.img	攻击必定暴击，提升90%暴击伤害	8	2	张飞7	26027
12501|8	UI_Buff_BaoJi.img	攻击必定暴击，提升130%暴击伤害	8	2	张飞8	26028
12501|9	UI_Buff_BaoJi.img	攻击必定暴击，提升180%暴击伤害	9	2	张飞9	26029
12502|0	UI_Buff_ZengJiaYiSu.img	增加20%攻速移速	5	2	赵云0	26030
12502|1	UI_Buff_ZengJiaYiSu.img	增加25%攻速移速	5	2	赵云1	26031
12502|2	UI_Buff_ZengJiaYiSu.img	增加30%攻速移速	5	2	赵云2	26032
12502|3	UI_Buff_ZengJiaYiSu.img	增加35%攻速移速	5	2	赵云3	26033
12502|4	UI_Buff_ZengJiaYiSu.img	增加40%攻速移速	5	2	赵云4	26034
12502|5	UI_Buff_ZengJiaYiSu.img	增加40%攻速移速	6	2	赵云5	26035
12502|6	UI_Buff_ZengJiaYiSu.img	增加50%攻速和40%移速	6.5	2	赵云6	26036
12502|7	UI_Buff_ZengJiaYiSu.img	增加60%攻速和40%移速	7	2	赵云7	26037
12502|8	UI_Buff_ZengJiaYiSu.img	增加70%攻速和40%移速	7.5	2	赵云8	26038
12502|9	UI_Buff_ZengJiaYiSu.img	增加100%攻速和40%移速	8	2	赵云9	26039
12503|0	UI_Buff_BaoJi.img	骑神状态	0	2	马超0	26040
12503|1	UI_Buff_BaoJi.img	骑神状态	0	2	马超1	26041
12503|2	UI_Buff_BaoJi.img	骑神状态	0	2	马超2	26042
12503|3	UI_Buff_BaoJi.img	骑神状态	0	2	马超3	26043
12503|4	UI_Buff_BaoJi.img	骑神状态	0	2	马超4	26044
12503|5	UI_Buff_BaoJi.img	每2秒提升10%基础暴击和1%物理吸血	0	2	马超5	26045
12503|6	UI_Buff_BaoJi.img	每2秒提升20%基础暴击和2%物理吸血	0	2	马超6	26046
12503|7	UI_Buff_BaoJi.img	每2秒提升30%基础暴击和3%物理吸血	0	2	马超7	26047
12503|8	UI_Buff_BaoJi.img	每2秒提升40%基础暴击和4%物理吸血	0	2	马超8	26048
12503|9	UI_Buff_BaoJi.img	每2秒提升60%基础暴击和6%物理吸血	0	2	马超9	26049
12603|0	UI_Buff_XuanYun.img	眩晕	2	1	马超0	26040
12603|1	UI_Buff_XuanYun.img	眩晕	2	1	马超1	26041
12603|2	UI_Buff_XuanYun.img	眩晕	2	1	马超2	26042
12603|3	UI_Buff_XuanYun.img	眩晕	2	1	马超3	26043
12603|4	UI_Buff_XuanYun.img	眩晕	2	1	马超4	26044
12603|5	UI_Buff_XuanYun.img	眩晕	2	1	马超5	26045
12603|6	UI_Buff_XuanYun.img	眩晕	2	1	马超6	26046
12603|7	UI_Buff_XuanYun.img	眩晕	2	1	马超7	26047
12603|8	UI_Buff_XuanYun.img	眩晕	2	1	马超8	26048
12603|9	UI_Buff_XuanYun.img	眩晕	2	1	马超9	26049
12508|0	UI_Buff_ChaoFeng.img	嘲讽	5	1	魏延0	26060
12508|1	UI_Buff_ChaoFeng.img	嘲讽	6	1	魏延1	26061
12508|2	UI_Buff_ChaoFeng.img	嘲讽	7	1	魏延2	26062
12508|3	UI_Buff_ChaoFeng.img	嘲讽	8	1	魏延3	26063
12508|4	UI_Buff_ChaoFeng.img	嘲讽	9	1	魏延4	26064
12608|0	UI_Buff_WuShangFanTan.img	物伤反弹	9	2	魏延5	26065
12608|1	UI_Buff_WuShangFanTan.img	物伤反弹	9	2	魏延6	26066
12608|2	UI_Buff_WuShangFanTan.img	物伤反弹	9	2	魏延7	26067
12608|3	UI_Buff_WuShangFanTan.img	物伤反弹	9	2	魏延8	26068
12608|4	UI_Buff_WuShangFanTan.img	物伤反弹	9	2	魏延9	26069
22502|0	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升10%	0	3	陈到0	26080
22502|1	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升20%	0	3	陈到1	26081
22502|2	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升30%	0	3	陈到2	26082
22502|3	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升40%	0	3	陈到3	26083
22502|4	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升50%	0	3	陈到4	26084
22502|5	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升55%	0	3	陈到5	26085
22502|6	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升60%	0	3	陈到6	26086
22502|7	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升65%	0	3	陈到7	26087
22502|8	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升70%	0	3	陈到8	26088
22502|9	UI_Buff_ZengJiaGongJiLi.img	步兵攻击力提升80%	0	3	陈到9	26089
22503|0	UI_Buff_XuanYun.img	眩晕	2	1	陈到5	26085
22503|1	UI_Buff_XuanYun.img	眩晕	2	1	陈到6	26086
22503|2	UI_Buff_XuanYun.img	眩晕	2	1	陈到7	26087
22503|3	UI_Buff_XuanYun.img	眩晕	2	1	陈到8	26088
22503|4	UI_Buff_XuanYun.img	眩晕	2	1	陈到9	26089
12506|0	UI_Buff_XuanYun.img	眩晕	1	1	廖化0	26090
12506|1	UI_Buff_XuanYun.img	眩晕	1.5	1	廖化1	26091
12506|2	UI_Buff_XuanYun.img	眩晕	2	1	廖化2	26092
12506|3	UI_Buff_XuanYun.img	眩晕	2.5	1	廖化3	26093
12506|4	UI_Buff_XuanYun.img	眩晕	3	1	廖化4	26094
12506|5	UI_Buff_XuanYun.img	眩晕	3.5	1	廖化5	26095
12506|6	UI_Buff_XuanYun.img	眩晕	4	1	廖化6	26096
12506|7	UI_Buff_XuanYun.img	眩晕	4.5	1	廖化7	26097
12506|8	UI_Buff_XuanYun.img	眩晕	5	1	廖化8	26098
12506|9	UI_Buff_XuanYun.img	眩晕	6	1	廖化9	26099
24000|0	UI_Buff_CDSuoJian.img	CD缩减5%	30	0	关平0	26100
24000|1	UI_Buff_CDSuoJian.img	CD缩减5.5%	30	0	关平1	26101
24000|2	UI_Buff_CDSuoJian.img	CD缩减6%	30	0	关平2	26102
24000|3	UI_Buff_CDSuoJian.img	CD缩减6.5%	30	0	关平3	26103
24000|4	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平4	26104
24000|5	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平5	26105
24000|6	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平6	26106
24000|7	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平7	26107
24000|8	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平8	26108
24000|9	UI_Buff_CDSuoJian.img	CD缩减7%	30	0	关平9	26109
1020|0	UI_Buff_JiaSu.img	提升4%移动速度	5	0	关索0	26110
1020|1	UI_Buff_JiaSu.img	提升8%移动速度	5	0	关索1	26111
1020|2	UI_Buff_JiaSu.img	提升12%移动速度	5	0	关索2	26112
1020|3	UI_Buff_JiaSu.img	提升16%移动速度	5	0	关索3	26113
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索4	26114
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索5	26115
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索6	26116
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索7	26117
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索8	26118
1020|4	UI_Buff_JiaSu.img	提升20%移动速度	5	0	关索9	26119
22504|0	UI_Buff_ZengJiaGongSu.img	提升50%攻击速度	5	0	张苞0	26120
22504|1	UI_Buff_ZengJiaGongSu.img	提升60%攻击速度	5	0	张苞1	26121
22504|2	UI_Buff_ZengJiaGongSu.img	提升70%攻击速度	5	0	张苞2	26122
22504|3	UI_Buff_ZengJiaGongSu.img	提升80%攻击速度	5	0	张苞3	26123
22504|4	UI_Buff_ZengJiaGongSu.img	提升90%攻击速度	5	0	张苞4	26124
22504|5	UI_Buff_ZengJiaGongSu.img	提升90%攻击速度和2%物理吸血	5	0	张苞5	26125
22504|6	UI_Buff_ZengJiaGongSu.img	提升90%攻击速度和4%物理吸血	5	0	张苞6	26126
22504|7	UI_Buff_ZengJiaGongSu.img	提升90%攻击速度和6%物理吸血	5	0	张苞7	26127
22504|8	UI_Buff_ZengJiaGongSu.img	提升90%攻击速度和8%物理吸血	5	0	张苞8	26128
22504|9	UI_Buff_ZengJiaGongSu.img	提升100%攻击速度和10%物理吸血	6	0	张苞9	26129
22506|0	UI_Buff_JiaSu.img	减速	10	1	严颜0	26150
22506|1	UI_Buff_JiaSu.img	减速	10	1	严颜1	26151
22506|2	UI_Buff_JiaSu.img	减速	10	1	严颜2	26152
22506|3	UI_Buff_JiaSu.img	减速	10	1	严颜3	26153
22506|4	UI_Buff_JiaSu.img	减速	10	1	严颜4	26154
22606|0	UI_Buff_HunLuan.img	混乱	3	1	严颜5	26155
22606|1	UI_Buff_HunLuan.img	混乱	3	1	严颜6	26156
22606|2	UI_Buff_HunLuan.img	混乱	3	1	严颜7	26157
22606|3	UI_Buff_HunLuan.img	混乱	3	1	严颜8	26158
22606|4	UI_Buff_HunLuan.img	混乱	4	1	严颜9	26159
1022|0	UI_Buff_WeiYa.img	提升4%攻击速度	5	0	张嶷0	26190
1022|1	UI_Buff_WeiYa.img	提升8%攻击速度	5	0	张嶷1	26191
1022|2	UI_Buff_WeiYa.img	提升12%攻击速度	5	0	张嶷2	26192
1022|3	UI_Buff_WeiYa.img	提升16%攻击速度	5	0	张嶷3	26193
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷4	26194
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷5	26195
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷6	26196
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷7	26197
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷8	26198
1022|4	UI_Buff_WeiYa.img	提升20%攻击速度	5	0	张嶷9	26199
1023|0	UI_Buff_HuJia.img	提升4%护甲	5	0	罗宪0	26230
1023|1	UI_Buff_HuJia.img	提升8%护甲	5	0	罗宪1	26231
1023|2	UI_Buff_HuJia.img	提升12%护甲	5	0	罗宪2	26232
1023|3	UI_Buff_HuJia.img	提升16%护甲	5	0	罗宪3	26233
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪4	26234
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪5	26235
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪6	26236
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪7	26237
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪8	26238
1023|4	UI_Buff_HuJia.img	提升20%护甲	5	0	罗宪9	26239
1024|0	UI_Buff_JiaSu.img	移动速度降低30%	5	1	周仓0	26250
1024|1	UI_Buff_JiaSu.img	移动速度降低35%	5	1	周仓1	26251
1024|2	UI_Buff_JiaSu.img	移动速度降低40%	5	1	周仓2	26252
1024|3	UI_Buff_JiaSu.img	移动速度降低45%	5	1	周仓3	26253
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓4	26254
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓5	26255
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓6	26256
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓7	26257
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓8	26258
1024|4	UI_Buff_JiaSu.img	移动速度降低50%	5	1	周仓9	26259
990|0	UI_Buff_JiangDiMingZhong.img	命中降低50%	2	1	诸葛亮5	26265
991|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	2	1	诸葛亮5	26265
992|0	UI_Buff_JiangDiMingZhong.img	命中降低60%	2.5	1	诸葛亮6	26266
993|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	2.5	1	诸葛亮6	26266
994|0	UI_Buff_JiangDiMingZhong.img	命中降低70%	3	1	诸葛亮7	26267
995|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	3	1	诸葛亮7	26267
996|0	UI_Buff_JiangDiMingZhong.img	命中降低80%	3.5	1	诸葛亮8	26268
997|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	3.5	1	诸葛亮8	26268
998|0	UI_Buff_JiangDiMingZhong.img	命中降低100%	4	1	诸葛亮9	26269
999|0	UI_Buff_MaBi.img	麻痹，攻速移速降低90%	4	1	诸葛亮9	26269
12505|0	UI_Buff_FaShangJianMian.img	法术伤害减少30%	5	2	庞统0	26270
12505|1	UI_Buff_FaShangJianMian.img	法术伤害减少40%	5	2	庞统1	26271
12505|2	UI_Buff_FaShangJianMian.img	法术伤害减少50%	5	2	庞统2	26272
12505|3	UI_Buff_FaShangJianMian.img	法术伤害减少60%	5	2	庞统3	26273
12505|4	UI_Buff_FaShangJianMian.img	法术伤害减少70%	5	2	庞统4	26274
12505|5	UI_Buff_FaShangJianMian.img	法术伤害减少70%，法伤加成+20%	5	2	庞统5	26275
12505|6	UI_Buff_FaShangJianMian.img	法术伤害减少70%，法伤加成+25%	5	2	庞统6	26276
12505|7	UI_Buff_FaShangJianMian.img	法术伤害减少70%，法伤加成+30%	5	2	庞统7	26277
12505|8	UI_Buff_FaShangJianMian.img	法术伤害减少70%，法伤加成+35%	5	2	庞统8	26278
12505|9	UI_Buff_FaShangJianMian.img	法术伤害减少70%，法伤加成+50%	5	2	庞统9	26279
12515|0	UI_Buff_JiNengMianYi.img	法术免疫	5	2	庞统5	26275
12515|1	UI_Buff_JiNengMianYi.img	法术免疫	6	2	庞统6	26276
12515|2	UI_Buff_JiNengMianYi.img	法术免疫	7	2	庞统7	26277
12515|3	UI_Buff_JiNengMianYi.img	法术免疫	8	2	庞统8	26278
12515|4	UI_Buff_JiNengMianYi.img	法术免疫	9	2	庞统9	26279
12509|0	UI_Buff_JingXia.img	恐惧	2	1	法正0	26280
12509|1	UI_Buff_JingXia.img	恐惧	2.5	1	法正1	26281
12509|2	UI_Buff_JingXia.img	恐惧	3	1	法正2	26282
12509|3	UI_Buff_JingXia.img	恐惧	3.5	1	法正3	26283
12509|4	UI_Buff_JingXia.img	恐惧	4	1	法正4	26284
12509|5	UI_Buff_JingXia.img	恐惧	4.5	1	法正5	26285
12509|6	UI_Buff_JingXia.img	恐惧	5	1	法正6	26286
12509|7	UI_Buff_JingXia.img	恐惧	5.5	1	法正7	26287
12509|8	UI_Buff_JingXia.img	恐惧	6	1	法正8	26288
12509|9	UI_Buff_JingXia.img	恐惧	7	1	法正9	26289
1026|0	UI_Buff_DingShen.img	不可移动	5	1	张松0	26300
1026|1	UI_Buff_DingShen.img	不可移动	5	1	张松1	26301
1026|2	UI_Buff_DingShen.img	不可移动	5	1	张松2	26302
1026|3	UI_Buff_DingShen.img	不可移动	5	1	张松3	26303
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松4	26304
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松5	26305
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松6	26306
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松7	26307
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松8	26308
1026|4	UI_Buff_DingShen.img	不可移动	5	1	张松9	26309
980|0	UI_Buff_ZengJiaYiSu.img	移动速度提升10%	5	0	马谡0	26310
981|0	UI_Buff_ZengJiaYiSu.img	移动速度提升12%	5	0	马谡1	26311
982|0	UI_Buff_ZengJiaYiSu.img	移动速度提升14%	5	0	马谡2	26312
983|0	UI_Buff_ZengJiaYiSu.img	移动速度提升16%	5	0	马谡3	26313
984|0	UI_Buff_ZengJiaYiSu.img	移动速度提升18%	5	0	马谡4	26314
985|0	UI_Buff_ZengJiaYiSu.img	移动速度提升20%	5	0	马谡5	26315
986|0	UI_Buff_ZengJiaYiSu.img	移动速度提升22%	5	0	马谡6	26316
987|0	UI_Buff_ZengJiaYiSu.img	移动速度提升24%	5	0	马谡7	26317
988|0	UI_Buff_ZengJiaYiSu.img	移动速度提升26%	5	0	马谡8	26318
989|0	UI_Buff_ZengJiaYiSu.img	移动速度提升30%	5	0	马谡9	26319
22508|5	UI_Buff_ZengJiaGongSu.img	增加30%攻速	5	0	黄月英5	26325
22508|6	UI_Buff_ZengJiaGongSu.img	增加35%攻速	5	0	黄月英6	26326
22508|7	UI_Buff_ZengJiaGongSu.img	增加40%攻速	5	0	黄月英7	26327
22508|8	UI_Buff_ZengJiaGongSu.img	增加45%攻速	5	0	黄月英8	26328
22508|9	UI_Buff_ZengJiaGongSu.img	增加60%攻速	5	0	黄月英9	26329
12514|0	UI_Buff_ChenMo.img	无法回复生命	1	1	徐庶0	26360
12514|1	UI_Buff_ChenMo.img	无法回复生命	2	1	徐庶1	26361
12514|2	UI_Buff_ChenMo.img	无法回复生命	3	1	徐庶2	26362
12514|3	UI_Buff_ChenMo.img	无法回复生命	4	1	徐庶3	26363
12514|4	UI_Buff_ChenMo.img	无法回复生命	5	1	徐庶4	26364
12514|5	UI_Buff_ChenMo.img	无法回复生命	5.5	1	徐庶5	26365
12514|6	UI_Buff_ChenMo.img	无法回复生命	6	1	徐庶6	26366
12514|7	UI_Buff_ChenMo.img	无法回复生命	6.5	1	徐庶7	26367
12514|8	UI_Buff_ChenMo.img	无法回复生命	7	1	徐庶8	26368
12514|9	UI_Buff_ChenMo.img	无法回复生命	8	1	徐庶9	26369
12524|0	UI_Buff_ZengJiaGongSu.img	提升30%攻速和物伤加成	10	2	徐庶5	26365
12524|1	UI_Buff_ZengJiaGongSu.img	提升40%攻速和物伤加成	10	2	徐庶6	26366
12524|2	UI_Buff_ZengJiaGongSu.img	提升50%攻速和物伤加成	10	2	徐庶7	26367
12524|3	UI_Buff_ZengJiaGongSu.img	提升60%攻速和物伤加成	10	2	徐庶8	26368
12524|4	UI_Buff_ZengJiaGongSu.img	提升80%攻速和物伤加成	10	2	徐庶9	26369
1027|0	UI_Buff_HunDun.img	不可攻击	5	1	秦宓0	26410
1027|1	UI_Buff_HunDun.img	不可攻击	5	1	秦宓1	26411
1027|2	UI_Buff_HunDun.img	不可攻击	5	1	秦宓2	26412
1027|3	UI_Buff_HunDun.img	不可攻击	5	1	秦宓3	26413
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓4	26414
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓5	26415
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓6	26416
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓7	26417
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓8	26418
1027|4	UI_Buff_HunDun.img	不可攻击	5	1	秦宓9	26419
1089|0	UI_Buff_HuJia.img	护甲降低2%	5	1	李恢0	26450
1089|1	UI_Buff_HuJia.img	护甲降低4%	5	1	李恢1	26451
1089|2	UI_Buff_HuJia.img	护甲降低6%	5	1	李恢2	26452
1089|3	UI_Buff_HuJia.img	护甲降低8%	5	1	李恢3	26453
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢4	26454
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢5	26455
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢6	26456
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢7	26457
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢8	26458
1089|4	UI_Buff_HuJia.img	护甲降低10%	5	1	李恢9	26459
22507|0	UI_Buff_ZengJiaGongJiLi.img	每层提升2%攻击	8	0	邓芝0	26460
22507|1	UI_Buff_ZengJiaGongJiLi.img	每层提升3%攻击	9	0	邓芝1	26461
22507|2	UI_Buff_ZengJiaGongJiLi.img	每层提升4%攻击	10	0	邓芝2	26462
22507|3	UI_Buff_ZengJiaGongJiLi.img	每层提升5%攻击	11	0	邓芝3	26463
22507|4	UI_Buff_ZengJiaGongJiLi.img	每层提升6%攻击	12	0	邓芝4	26464
22507|5	UI_Buff_ZengJiaGongJiLi.img	每层提升7%攻击和5%攻速	13	0	邓芝5	26465
22507|6	UI_Buff_ZengJiaGongJiLi.img	每层提升8%攻击和7%攻速	14	0	邓芝6	26466
22507|7	UI_Buff_ZengJiaGongJiLi.img	每层提升9%攻击和9%攻速	15	0	邓芝7	26467
22507|8	UI_Buff_ZengJiaGongJiLi.img	每层提升10%攻击和11%攻速	16	0	邓芝8	26468
22507|9	UI_Buff_ZengJiaGongJiLi.img	每层提升12%攻击和15%攻速	18	0	邓芝9	26469
15102|0	UI_Buff_BaoJi.img	每层增加10%基础暴击加成	5	2	孙策0	27010
15102|1	UI_Buff_BaoJi.img	每层增加20%基础暴击加成	5	2	孙策1	27011
15102|2	UI_Buff_BaoJi.img	每层增加30%基础暴击加成	5	2	孙策2	27012
15102|3	UI_Buff_BaoJi.img	每层增加40%基础暴击加成	5	2	孙策3	27013
15102|4	UI_Buff_BaoJi.img	每层增加50%基础暴击加成	5	2	孙策4	27014
15102|5	UI_Buff_BaoJi.img	每层增加60%基础暴击加成	5.5	2	孙策5	27015
15102|6	UI_Buff_BaoJi.img	每层增加70%基础暴击加成	6	2	孙策6	27016
15102|7	UI_Buff_BaoJi.img	每层增加80%基础暴击加成	6.5	2	孙策7	27017
15102|8	UI_Buff_BaoJi.img	每层增加90%基础暴击加成	7	2	孙策8	27018
15102|9	UI_Buff_BaoJi.img	每层增加120%基础暴击加成	8	2	孙策9	27019
15003|0	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	2	1	孙尚香0	27020
15003|1	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	3	1	孙尚香1	27021
15003|2	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	4	1	孙尚香2	27022
15003|3	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	5	1	孙尚香3	27023
15003|4	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香4	27024
15003|5	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香5	27025
15020|0	UI_Buff_ZengJiaGongJiLi.img	提升30%普通攻击或攻城攻击，10%生命上限	5	2	孙尚香5	27025
15003|6	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香6	27026
15020|1	UI_Buff_ZengJiaGongJiLi.img	提升35%普通攻击或攻城攻击，15%生命上限	6	2	孙尚香6	27026
15003|7	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香7	27027
15020|2	UI_Buff_ZengJiaGongJiLi.img	提升40%普通攻击或攻城攻击，20%生命上限	7	2	孙尚香7	27027
15003|8	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香8	27028
15020|3	UI_Buff_ZengJiaGongJiLi.img	提升45%普通攻击或攻城攻击，25%生命上限	8	2	孙尚香8	27028
15003|9	UI_Buff_HunDun.img	被缴械，无法进行普通攻击	6	1	孙尚香9	27029
15020|4	UI_Buff_ZengJiaGongJiLi.img	提升50%普通攻击或攻城攻击，30%生命上限	9	2	孙尚香9	27029
15004|0	UI_Buff_HuJia.img	提升4%护甲	5	0	孙桓0	27030
15004|1	UI_Buff_HuJia.img	提升8%护甲	5	0	孙桓1	27031
15004|2	UI_Buff_HuJia.img	提升12%护甲	5	0	孙桓2	27032
15004|3	UI_Buff_HuJia.img	提升16%护甲	5	0	孙桓3	27033
15004|4	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓4	27034
15004|5	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓5	27035
15004|6	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓6	27036
15004|7	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓7	27037
15004|8	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓8	27038
15004|9	UI_Buff_HuJia.img	提升20%护甲	5	0	孙桓9	27039
15005|0	UI_Buff_WuLiChuanTou.img	提升15%攻击和物理穿透	5	2	太史慈0	27060
15005|1	UI_Buff_WuLiChuanTou.img	提升20%攻击和物理穿透	6	2	太史慈1	27061
15005|2	UI_Buff_WuLiChuanTou.img	提升25%攻击和物理穿透	7	2	太史慈2	27062
15005|3	UI_Buff_WuLiChuanTou.img	提升30%攻击和物理穿透	8	2	太史慈3	27063
15005|4	UI_Buff_WuLiChuanTou.img	提升35%攻击和物理穿透	9	2	太史慈4	27064
15005|5	UI_Buff_WuLiChuanTou.img	提升40%攻击和物理穿透	9	2	太史慈5	27065
15005|6	UI_Buff_WuLiChuanTou.img	提升45%攻击和物理穿透	9	2	太史慈6	27066
15005|7	UI_Buff_WuLiChuanTou.img	提升50%攻击和物理穿透	9	2	太史慈7	27067
15005|8	UI_Buff_WuLiChuanTou.img	提升55%攻击和物理穿透	9	2	太史慈8	27068
15005|9	UI_Buff_WuLiChuanTou.img	提升70%攻击和物理穿透	9	2	太史慈9	27069
15015|0	UI_Buff_XiShouShangHai.img	提升5%生命上限	10	2	太史慈5	27065
15015|1	UI_Buff_XiShouShangHai.img	提升10%生命上限	10	2	太史慈6	27066
15015|2	UI_Buff_XiShouShangHai.img	提升15%生命上限	10	2	太史慈7	27067
15015|3	UI_Buff_XiShouShangHai.img	提升20%生命上限	10	2	太史慈8	27068
15015|4	UI_Buff_XiShouShangHai.img	提升30%生命上限	10	2	太史慈9	27069
25001|0	UI_Buff_JiangDiHuJia.img	护甲降低20%	5	1	程普0	27070
25001|1	UI_Buff_JiangDiHuJia.img	护甲降低30%	5	1	程普1	27071
25001|2	UI_Buff_JiangDiHuJia.img	护甲降低40%	5	1	程普2	27072
25001|3	UI_Buff_JiangDiHuJia.img	护甲降低50%	5	1	程普3	27073
25001|4	UI_Buff_JiangDiHuJia.img	护甲降低60%	5	1	程普4	27074
25001|5	UI_Buff_JiangDiHuJia.img	护甲降低75%	5	1	程普5	27075
25001|6	UI_Buff_JiangDiHuJia.img	护甲降低90%	5	1	程普6	27076
25001|7	UI_Buff_JiangDiHuJia.img	护甲降低105%	5	1	程普7	27077
25001|8	UI_Buff_JiangDiHuJia.img	护甲降低120%	5	1	程普8	27078
25001|9	UI_Buff_JiangDiHuJia.img	护甲降低150%	5	1	程普9	27079
25005|0	UI_Buff_ZengJiaGongSu.img	器械部队提高100%攻速，弓兵部队攻击附带火矢效果	6	2	黄盖0	27080
25005|1	UI_Buff_ZengJiaGongSu.img	器械部队提高100%攻速，弓兵部队攻击附带火矢效果	7.5	2	黄盖1	27081
25005|2	UI_Buff_ZengJiaGongSu.img	器械部队提高100%攻速，弓兵部队攻击附带火矢效果	9	2	黄盖2	27082
25005|3	UI_Buff_ZengJiaGongSu.img	器械部队提高100%攻速，弓兵部队攻击附带火矢效果	10.5	2	黄盖3	27083
25005|4	UI_Buff_ZengJiaGongSu.img	器械部队提高120%攻速，弓兵部队攻击附带火矢效果	12	2	黄盖4	27084
25002|0	UI_Buff_DingShen.img	定身	1	1	祖茂0	27100
25002|1	UI_Buff_DingShen.img	定身	1	1	祖茂1	27101
25002|2	UI_Buff_DingShen.img	定身	1	1	祖茂2	27102
25002|3	UI_Buff_DingShen.img	定身	1	1	祖茂3	27103
25002|4	UI_Buff_DingShen.img	定身	1	1	祖茂4	27104
25002|5	UI_Buff_DingShen.img	定身	1	1	祖茂5	27105
25002|6	UI_Buff_DingShen.img	定身	1	1	祖茂6	27106
25002|7	UI_Buff_DingShen.img	定身	1	1	祖茂7	27107
