id	脚本	开始时间	结束时间	开启	仅显示	活动显示	删除标记	条件激活	条件	条件2	开服天数	前置id	奖励1	奖励2	奖励3	奖励4	奖励5	奖励6	次数	是否累计次数	刷新	自动领取	标题	标题显示	内容	失败提示	激活码类型	提示跳转链接	TAB_VERSION	活动链接	官网链接
3025	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	20000		1		10|6216|0|1						1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3026	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	100		2		10|7644|0|1	10|7614|0|1	10|6050|0|1	10|7203|0|1			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3027	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	500		2		10|7647|0|1	10|7617|0|1	10|6050|0|2	5|0|0|100000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3028	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	1000		2		10|7648|0|1	10|7618|0|1	10|6050|0|3	5|0|0|200000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3029	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	5000		2		10|7556|0|50	10|7649|0|1	10|6144|0|1	10|6050|0|5	5|0|0|300000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3030	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	10000		2		10|7556|0|99	10|7619|0|1	10|6145|0|1	10|6050|0|10	5|0|0|400000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3031	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	20000		2		10|6216|0|1						1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3032	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	100		3		10|7647|0|1	10|7617|0|1	10|6050|0|1	10|7203|0|1			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3033	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	500		3		10|7648|0|1	10|7618|0|1	10|6050|0|2	5|0|0|100000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3034	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	1000		3		10|7649|0|1	10|7619|0|1	10|6050|0|3	5|0|0|200000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3035	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	5000		3		10|7556|0|50	10|7727|0|1	10|6144|0|1	10|6050|0|5	5|0|0|300000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3036	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	10000		3		10|7556|0|99	10|7767|0|1	10|6145|0|1	10|6050|0|10	5|0|0|400000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3037	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	20000		3		10|6216|0|1						1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3038	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	100		4		10|7647|0|1	10|7617|0|1	10|6050|0|1	10|7203|0|1			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3039	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	500		4		10|7648|0|1	10|7618|0|1	10|6050|0|2	5|0|0|100000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3040	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	1000		4		10|7649|0|1	10|7619|0|1	10|6050|0|3	5|0|0|200000			1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3041	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	5000		4		10|7556|0|50	10|7727|0|1	10|6144|0|1	10|6050|0|5	5|0|0|300000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3042	Recharge.cfg	2012|1|1	2019|11|1	1	0	2	0	0	10000		4		10|7556|0|99	10|7767|0|1	10|6145|0|1	10|6050|0|10	5|0|0|400000		1	0			今日充值	今日充值	今日累计充值|元宝，可领取	服务器繁忙，请稍候再领取！					
3043	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		1		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3044	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		2		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3045	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		3		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3046	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		4		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3047	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		5		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3048	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		6		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3049	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	5		7		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7522|0|2			1	0			攻城掠地	国战任务	庆开服，玩家参与国战次数达到5次，特奖励新服国战大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3050	GongChengLueDi.cfg	2012|1|1	2019|11|1	1	0	1	0	0	100		1|7		10|6051|0|1	10|6109|0|4	10|6119|0|2	10|7522|0|5			1	0			攻城掠地	国战任务	截止开服第七日，参与国战次数累计达到100次，可额外领取超值大礼一份	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3051	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		1		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3052	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		2		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3053	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		3		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3054	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		4		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3055	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		5		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3056	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		6		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3057	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50000		7		10|6049|0|1	10|6109|0|1	10|6118|0|3	10|7527|0|5			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到5万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3058	XueZhanShaChang.cfg	2016|10|1	2019|11|1	1	0	1	0	0	800000		1|7		10|6051|0|1	10|6109|0|4	10|6119|0|2	10|7527|0|10			1	0			血战沙场	血战沙场	庆开服，主公参与国战杀死敌军数量达到80万，可在此处领取开服练兵大礼。	领取条件不满足！				http://www.quegame.com/	
3059	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	5		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到10次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3060	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	10		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到20次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3061	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	15		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到30次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3062	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	20		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到40次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3063	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	30		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到50次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3064	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	40		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到60次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3065	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	50		1|7		10|6049|0|1	10|6816|0|1	10|7520|0|1				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到70次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3066	MingJiangZhiLu.cfg	2016|10|1	2019|11|1	1	0	1	0	0	70		1|7		10|6050|0|1	10|6816|0|1	10|7520|0|2				1	0			名将之路	名将之路	名将大切磋，主公在通关名将之路次数达到100次，可在此处领取秋日名将大礼。	领取条件不满足！				http://www.quegame.com/	http://www.quegame.com/
3067	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	40		1		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到40级即可获得冲级大礼!	角色等级尚未达到要求！					
3068	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	48		2		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到48级即可获得冲级大礼!	角色等级尚未达到要求！					
3069	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	52		3		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到52级即可获得冲级大礼!	角色等级尚未达到要求！					
3070	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	55		4		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到55级即可获得冲级大礼!	角色等级尚未达到要求！					
3071	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	58		5		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到58级即可获得冲级大礼!	角色等级尚未达到要求！					
3072	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	61		6		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到61级即可获得冲级大礼!	角色等级尚未达到要求！					
3073	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	64		7		10|6050|0|1	10|7003|0|1	10|7008|0|1	10|7013|0|1	10|7018|0|1		1	0			冲级目标	今日冲级奖励	截止今日24时，角色等级达到64级即可获得冲级大礼!	角色等级尚未达到要求！					
3074	LevelNotLessInServerDay.cfg	2016|10|1	2019|11|1	1	0	1	0	0	70		1|7		10|6051|0|2	10|7004|0|1	10|7009|0|1	10|7014|0|1	10|7019|0|1		1	0			冲级目标	今日冲级奖励	截止11月2日24时，角色等级达到70级即可获得冲级大礼!	角色等级尚未达到要求！					
3075	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	8		1		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至征虏将军	限时俸禄	"玩家在游戏内官职达到监军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3076	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	9		2		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至平东将军	限时俸禄	"玩家在游戏内官职达到荡寇将军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3077	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	10		3		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至安东将军	限时俸禄	"玩家在游戏内官职达到虎贲中郎将,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3078	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	11		4		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至镇东将军	限时俸禄	"玩家在游戏内官职达到护军将军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3079	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	12		5		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至都督	限时俸禄	"玩家在游戏内官职达到征虏将军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3080	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	13		6		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至前将军	限时俸禄	"玩家在游戏内官职达到平东将军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3081	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	14		7		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			提升官职至征东将军	限时俸禄	"玩家在游戏内官职达到安东将军,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
3082	GovPosNotLess.cfg 	2016|10|1	2019|11|1	1	0	1	0	0	16		1|7		10|6051|0|1	10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1		1	0			提升官职至车骑将军	限时俸禄	"玩家在游戏内官职达到都督,便可在此领取开服贡献大礼！"	官职等级尚未达到要求，请参与国战来提升官职！					
4000	SingleRechargeNotLess.cfg	2016|10|1	2019|11|1	1	0	2	0	0	10000				36|1						1	0		1	神器充值	神器充值	单笔充值|元宝，可领取|1	领取条件不满足，请前往充值！				http://www.quegame.com/	http://www.quegame.com/
4001	SingleRechargeNotLess.cfg	2016|10|1	2019|11|1	1	0	2	0	0	20000				36|2						1	0		1	神器充值	神器充值	单笔充值|元宝，可领取|2	领取条件不满足，请前往充值！				http://www.quegame.com/	http://www.quegame.com/
4002	SingleRechargeNotLess.cfg	2016|10|1	2019|11|1	1	0	2	0	0	50000				36|3						1	0		1	神器充值	神器充值	单笔充值|元宝，可领取|3	领取条件不满足，请前往充值！				http://www.quegame.com/	http://www.quegame.com/
4003	SingleRechargeNotLess.cfg	2016|10|1	2019|11|1	1	0	2	0	0	100000				36|4						1	0		1	神器充值	神器充值	单笔充值|元宝，可领取|4	领取条件不满足，请前往充值！				http://www.quegame.com/	http://www.quegame.com/
5000		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马	招募20000任意四级弓兵						
5001		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5002		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5003		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5004		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5005		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5006		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1			1	0			厉兵秣马	厉兵秣马							
5007		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99		10|6051|0|1	10|7554|0|2	10|7203|0|1	10|7520|0|1	10|7521|0|1		1	0			厉兵秣马	厉兵秣马							
5008		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99																				
5009		2016|10|1	2019|11|1	1	0	1	0	0	20000	4|1	1|99																				
