id	title1	title2	Name	icon	说明	HyperText	Steps	成就	脚本	备注
329	国战	马革裹尸	死伤井阑	UI_Chenjiu_Icon3.img	战场死伤井阑数量达到10W		255	20	A_guozhanachieve.cfg	100000|22649|20020|1
330	国战	马革裹尸	死伤投石车	UI_Chenjiu_Icon3.img	战场死伤投石车数量达到10W		255	20	A_guozhanachieve.cfg	100000|22649|20019|1
331	国战	马革裹尸	被屠杀的弓手	UI_Chenjiu_Icon3.img	战场死伤弓兵系士兵数量达到100W		255	50	A_guozhanachieve.cfg	1000000|22656|1|0
332	国战	马革裹尸	被屠杀的步兵	UI_Chenjiu_Icon3.img	战场死伤步兵系士兵数量达到100W		255	50	A_guozhanachieve.cfg	1000000|22656|2|0
333	国战	马革裹尸	被屠杀的骑兵	UI_Chenjiu_Icon3.img	战场死伤骑兵系士兵数量达到50W		255	50	A_guozhanachieve.cfg	500000|22656|3|0
334	国战	马革裹尸	被屠杀的器械	UI_Chenjiu_Icon3.img	战场死伤器械系士兵数量达到50W		255	50	A_guozhanachieve.cfg	500000|22656|4|0
400	国战	轮回	灭亡魏国	UI_Chenjiu_Icon1.img	己方国家灭亡魏国（未叛国玩家才能完成）		1	50	A_destroyotherland.cfg	
401	国战	轮回	灭亡蜀国	UI_Chenjiu_Icon1.img	己方国家灭亡蜀国（未叛国玩家才能完成）		1	50	A_destroyotherland.cfg	
402	国战	轮回	灭亡吴国	UI_Chenjiu_Icon1.img	己方国家灭亡吴国（未叛国玩家才能完成）		1	50	A_destroyotherland.cfg	
403	国战	轮回	亡国了	UI_Chenjiu_Icon1.img	己方所在国家灭亡（未叛国玩家才能完成）		1	50	A_destroyotherland.cfg	
404	国战	轮回	统一大业	UI_Chenjiu_Icon1.img	己方国家完成统一（未叛国玩家才能完成）		2	100	A_destroyotherland.cfg	
405	国战	轮回	快速统一	UI_Chenjiu_Icon1.img	30天内完成统一（未叛国玩家才能完成）		3	100	A_destroyotherland.cfg	
500	领主	等级	小有所成	T_Icon_ItemBox_White.img	领主达到10级		10	10	A_lingzhudengji.cfg	0
501	领主	等级	一鸣惊人	T_Icon_ItemBox_White.img	领主达到20级		20	10	A_lingzhudengji.cfg	0
502	领主	等级	出类拔萃	T_Icon_ItemBox_White.img	领主达到30级		30	10	A_lingzhudengji.cfg	0
503	领主	等级	名动一方	T_Icon_ItemBox_White.img	领主达到40级		40	10	A_lingzhudengji.cfg	0
504	领主	等级	闻名遐迩	T_Icon_ItemBox_White.img	领主达到50级		50	20	A_lingzhudengji.cfg	0
505	领主	等级	威震四方	T_Icon_ItemBox_White.img	领主达到60级		60	20	A_lingzhudengji.cfg	0
506	领主	等级	傲视群雄	T_Icon_ItemBox_White.img	领主达到70级		70	20	A_lingzhudengji.cfg	0
507	领主	等级	登峰造极	T_Icon_ItemBox_White.img	领主达到80级		80	20	A_lingzhudengji.cfg	0
508	领主	财富	日进斗金	T_Icon_ItemBox_White.img	拥有100000铜币		1	10	A_CopperCash.cfg	1
509	领主	财富	财大气粗	T_Icon_ItemBox_White.img	拥有1000000铜币		10	20	A_CopperCash.cfg	1
510	领主	财富	富甲天下	T_Icon_ItemBox_White.img	拥有5000000铜币		50	50	A_CopperCash.cfg	1
511	领主	财富	明智之举	T_Icon_ItemBox_White.img	第一次购买元宝		1	20	A_Gold.cfg	2
512	领主	装备	趁手兵刃	T_Icon_ItemBox_White.img	获得1件蓝色装备		1	10	A_BlueEquip.cfg	3
513	领主	装备	装备精良	T_Icon_ItemBox_White.img	获得1件紫色装备		1	10	A_PurpleEquip.cfg	4
514	领主	装备	稀世兵甲	T_Icon_ItemBox_White.img	获得1件橙色装备		1	10	A_OrangeEquip.cfg	5
515	领主	装备	传奇神兵	T_Icon_ItemBox_White.img	获得1整套橙色套装		1	20	A_OrangeSuitEquip.cfg	6
516	领主	爵位	加官进爵	UI_Chenjiu_Icon2.img	提升1次爵位官职		1	10	A_GovPost.cfg	7
517	领主	爵位	拜将封侯	UI_Chenjiu_Icon2.img	提升10次爵位官职		10	20	A_GovPost.cfg	7
518	领主	爵位	封狼居胥	UI_Chenjiu_Icon2.img	官职升级到骠骑将军		20	50	A_GovPost.cfg	7
519	领主	爵位	世为三公	UI_Chenjiu_Icon2.img	官职升级到太尉		21	100	A_GovPost.cfg	7
520	领主	爵位	万人之上	UI_Chenjiu_Icon2.img	官职升级到宇宙大将军		22	200	A_GovPost.cfg	7
521	领主	爵位	VIP1	VIP.img	VIP等级升到1级		1	20	A_viplv.cfg	
522	领主	爵位	VIP2	VIP.img	VIP等级升到2级		2	20	A_viplv.cfg	
523	领主	爵位	VIP3	VIP.img	VIP等级升到3级		3	20	A_viplv.cfg	
524	领主	爵位	VIP4	VIP.img	VIP等级升到4级		4	20	A_viplv.cfg	
525	领主	爵位	VIP5	VIP.img	VIP等级升到5级		5	20	A_viplv.cfg	
526	领主	爵位	VIP6	VIP.img	VIP等级升到6级		6	20	A_viplv.cfg	
527	领主	爵位	VIP7	VIP.img	VIP等级升到7级		7	20	A_viplv.cfg	
528	领主	爵位	VIP8	VIP.img	VIP等级升到8级		8	20	A_viplv.cfg	
529	领主	爵位	VIP9	VIP.img	VIP等级升到9级		9	20	A_viplv.cfg	
530	领主	爵位	VIP10	VIP.img	VIP等级升到10级		10	20	A_viplv.cfg	
531	领主	爵位	VIP11	VIP.img	VIP等级升到11级		11	20	A_viplv.cfg	
532	领主	爵位	VIP12	VIP.img	VIP等级升到12级		12	20	A_viplv.cfg	
533	领主	爵位	VIP13	VIP.img	VIP等级升到13级		13	20	A_viplv.cfg	
534	领主	爵位	VIP14	VIP.img	VIP等级升到14级		14	20	A_viplv.cfg	
535	领主	爵位	VIP15	VIP.img	VIP等级升到15级		15	20	A_viplv.cfg	
550	领主	奇遇	时来运转	UI_Chenjiu_Icon2.img	完成1次奇遇任务		1	10	A_qiyu.cfg	
551	领主	奇遇	好运连连	UI_Chenjiu_Icon2.img	完成3次奇遇任务		3	10	A_qiyu.cfg	
552	领主	奇遇	顺风顺水	UI_Chenjiu_Icon2.img	完成7次奇遇任务		7	20	A_qiyu.cfg	
553	领主	奇遇	吉人天相	UI_Chenjiu_Icon2.img	完成15次奇遇任务		15	20	A_qiyu.cfg	
554	领主	奇遇	洪福齐天	UI_Chenjiu_Icon2.img	完成30次奇遇任务		30	50	A_qiyu.cfg	
619	领主	军备科技	青铜铸造术	UI_Chenjiu_Icon4.img	青铜铸造术升级到20		20	10	A_troopstechachieve.cfg	30000
620	领主	军备科技	韧性铸铁法	UI_Chenjiu_Icon4.img	韧性铸铁法升级到15		15	10	A_troopstechachieve.cfg	30001
621	领主	军备科技	坩埚炼铁法	UI_Chenjiu_Icon4.img	坩埚炼铁法升级到15		15	10	A_troopstechachieve.cfg	30002
622	领主	军备科技	炒钢法	UI_Chenjiu_Icon4.img	炒钢法升级到10		10	10	A_troopstechachieve.cfg	30003
623	领主	军备科技	百炼钢秘术	UI_Chenjiu_Icon4.img	百炼钢秘术升级到15		15	10	A_troopstechachieve.cfg	30004
624	领主	军备科技	铜首羽箭	UI_Chenjiu_Icon4.img	铜首羽箭升级到20		20	10	A_troopstechachieve.cfg	30100
625	领主	军备科技	淬毒术	UI_Chenjiu_Icon4.img	淬毒术升级到15		15	10	A_troopstechachieve.cfg	30101
626	领主	军备科技	打磨开刃法	UI_Chenjiu_Icon4.img	打磨开刃法升级到15		15	10	A_troopstechachieve.cfg	30102
627	领主	军备科技	锥头箭	UI_Chenjiu_Icon4.img	锥头箭升级到10		10	10	A_troopstechachieve.cfg	30103
628	领主	军备科技	倒刺箭	UI_Chenjiu_Icon4.img	倒刺箭升级到15		15	10	A_troopstechachieve.cfg	30104
629	领主	军备科技	驱马术	UI_Chenjiu_Icon4.img	驱马术升级到15		15	10	A_troopstechachieve.cfg	30200
630	领主	军备科技	燕云骑术	UI_Chenjiu_Icon4.img	燕云骑术升级到15		15	10	A_troopstechachieve.cfg	30201
631	领主	军备科技	伯乐相马术	UI_Chenjiu_Icon4.img	伯乐相马术升级到10		10	10	A_troopstechachieve.cfg	30202
632	领主	军备科技	驭兽术	UI_Chenjiu_Icon4.img	驭兽术升级到15		15	10	A_troopstechachieve.cfg	30203
633	领主	军备科技	器械入门	UI_Chenjiu_Icon4.img	器械入门升级到15		15	10	A_troopstechachieve.cfg	30300
634	领主	军备科技	机甲术	UI_Chenjiu_Icon4.img	机甲术升级到15		15	10	A_troopstechachieve.cfg	30301
635	领主	军备科技	墨子机械篇	UI_Chenjiu_Icon4.img	墨子机械篇升级到15		15	10	A_troopstechachieve.cfg	30302
636	领主	军备科技	鲁公秘录	UI_Chenjiu_Icon4.img	鲁公秘录升级到15		15	10	A_troopstechachieve.cfg	30303
637	领主	军备科技	弓兵科技	UI_Chenjiu_Icon4.img	弓兵系军备科技全部点满		1	200	A_troopstechfinish.cfg	30100|30116
638	领主	军备科技	步兵科技	UI_Chenjiu_Icon4.img	步兵系军备科技全部点满		1	200	A_troopstechfinish.cfg	30000|30016
639	领主	军备科技	骑兵科技	UI_Chenjiu_Icon4.img	骑兵系军备科技全部点满		1	200	A_troopstechfinish.cfg	30200|30215
640	领主	军备科技	器械科技	UI_Chenjiu_Icon4.img	器械系军备科技全部点满		1	200	A_troopstechfinish.cfg	30300|30311
1001	封地		勤政治国	UI_Chenjiu_Icon2.img	将府衙升级到30级		30	10	A_fuyalv.cfg	0
1002	封地		政治中心	UI_Chenjiu_Icon2.img	将府衙升级到80级		80	20	A_fuyalv.cfg	0
1003	封地		安居乐业	UI_Chenjiu_Icon2.img	将民居升级到30级		30	10	A_minjulv.cfg	1
1004	封地		大户人家	UI_Chenjiu_Icon2.img	将民居升级到80级		80	20	A_minjulv.cfg	1
1005	封地		村野小驿	UI_Chenjiu_Icon2.img	将酒肆升级到30级		30	10	A_jiusilv.cfg	2
1006	封地		卧虎藏龙	UI_Chenjiu_Icon2.img	将酒肆升级到80级		80	20	A_jiusilv.cfg	2
1007	封地		充足库存	UI_Chenjiu_Icon2.img	将府库升级到30级		30	10	A_fukulv.cfg	3
1008	封地		天下粮仓	UI_Chenjiu_Icon2.img	将府库升级到80级		80	20	A_fukulv.cfg	3
1009	封地		人来人往	UI_Chenjiu_Icon2.img	将集市升级到30级		30	10	A_shijilv.cfg	4
1010	封地		贸易中心	UI_Chenjiu_Icon2.img	将集市升级到80级		80	20	A_shijilv.cfg	4
1011	封地		能工巧匠	UI_Chenjiu_Icon2.img	将工坊升级到30级		30	10	A_gongfanglv.cfg	5
1012	封地		冶炼大师	UI_Chenjiu_Icon2.img	将工坊升级到80级		80	20	A_gongfanglv.cfg	5
1013	封地		大营初成	UI_Chenjiu_Icon2.img	将兵营升级到30级		30	10	A_bingyinglv.cfg	6
1014	封地		兵强将勇	UI_Chenjiu_Icon2.img	将兵营升级到80级		80	20	A_bingyinglv.cfg	6
1015	封地		充足马匹	UI_Chenjiu_Icon2.img	将牧场升级到30级		30	10	A_muchanglv.cfg	7
1016	封地		宝马良驹	UI_Chenjiu_Icon2.img	将牧场升级到80级		80	20	A_muchanglv.cfg	7
1017	封地		一亩三分	UI_Chenjiu_Icon2.img	将农田升级到30级		30	10	A_nongtianlv.cfg	8
1018	封地		沃野千里	UI_Chenjiu_Icon2.img	将农田升级到80级		80	20	A_nongtianlv.cfg	8
1019	封地		植树造林	UI_Chenjiu_Icon2.img	将林地升级到30级		30	10	A_lindilv.cfg	9
1020	封地		郁郁葱葱	UI_Chenjiu_Icon2.img	将林地升级到80级		80	20	A_lindilv.cfg	9
1021	封地		开山采石	UI_Chenjiu_Icon2.img	将矿山升级到30级		30	10	A_kuangshanlv.cfg	10
1022	封地		点石成金	UI_Chenjiu_Icon2.img	将矿山升级到80级		80	20	A_kuangshanlv.cfg	10
1501	将卡		骁勇之士	UI_Chenjiu_Icon2.img	获得任意1张紫色将卡		1	10	A_PurpleCard.cfg	0
1502	将卡		大将风范	UI_Chenjiu_Icon2.img	获得任意1张橙色将卡		1	15	A_OrangeCard.cfg	1
1503	将卡		卧龙在世	UI_Chenjiu_Icon2.img	获得橙色诸葛亮将卡		1	15	A_OrangeZhugeliang.cfg	2
1504	将卡		人中吕布	UI_Chenjiu_Icon2.img	获得橙色吕布将卡		1	15	A_OrangeLvbu.cfg	3
1505	将卡		江东都督	UI_Chenjiu_Icon2.img	获得橙色周瑜将卡		1	15	A_OrangeZhouyu.cfg	4
1506	将卡		曹魏鬼才	UI_Chenjiu_Icon2.img	获得橙色司马懿将卡		1	15	A_OrangeSimayi.cfg	5
1507	将卡		传世情缘	UI_Chenjiu_Icon2.img	获得橙色吕布，貂蝉将卡各1张		2	15	A_OrangeChuanshi.cfg	6
1508	将卡		一星半点	UI_Chenjiu_Icon2.img	获得任意1张橙色1星将卡		1	15	A_GainStarCard1.cfg	
1509	将卡		星星点点	UI_Chenjiu_Icon2.img	获得任意1张橙色2星将卡		1	20	A_GainStarCard2.cfg	
1510	将卡		吉星高照	UI_Chenjiu_Icon2.img	获得任意1张橙色3星将卡		1	30	A_GainStarCard3.cfg	
1511	将卡		灿若繁星	UI_Chenjiu_Icon2.img	获得任意1张橙色4星将卡		1	40	A_GainStarCard4.cfg	
1512	将卡		星火燎原	UI_Chenjiu_Icon2.img	获得任意1张橙色5星将卡		1	50	A_GainStarCard5.cfg	
