id	lv	工坊lv	消耗铜钱	官职	消耗道具	name	兵种	abstractid	攻速	CD缩减	移动速度	护甲值	魔甲	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	equipid	物伤加成	法伤加成	回复效果
30202	6	56	78000				-1	20510|20016				60				60																							
30202	7	57	81000				-1	20510|20016				70				70																							
30202	8	58	84000				-1	20510|20016				80				80																							
30202	9	59	87000				-1	20510|20016				90				90																							
30202	10	60	0				-1	20510|20016				100				100																							
30203	0	60	90000			驭兽术	-1	20018|20017																															
30203	1	61	105000				-1	20018|20017				10				10																							
30203	2	62	120000				-1	20018|20017				15				15																							
30203	3	63	135000				-1	20018|20017				20				20																							
30203	4	64	150000				-1	20018|20017				25				25																							
30203	5	65	165000				-1	20018|20017				30				30																							
30203	6	66	180000				-1	20018|20017				35				35																							
30203	7	67	195000				-1	20018|20017				40				40																							
30203	8	68	210000				-1	20018|20017				45				45																							
30203	9	69	225000				-1	20018|20017				50				50																							
30203	10	70	240000				-1	20018|20017				55				55																							
30203	11	71	255000				-1	20018|20017				60				60																							
30203	12	72	270000				-1	20018|20017				70				70																							
30203	13	73	285000				-1	20018|20017				80				80																							
30203	14	74	300000				-1	20018|20017				90				90																							
30203	15	75	0				-1	20018|20017				100				100																							
30204	0	20	6000			皮制马具	-1	20013																															
30204	1	21	6600				-1	20013							10								10																
30204	2	22	7200				-1	20013							20								20																
30204	3	23	7800				-1	20013							30								30																
30204	4	24	8400				-1	20013							40								40																
30204	5	25	9000				-1	20013							50								50																
30204	6	26	9600				-1	20013							60								60																
30204	7	27	10200				-1	20013							70								70																
30204	8	28	10800				-1	20013							80								80																
30204	9	29	11400				-1	20013							90								90																
30204	10	30	12000				-1	20013							100								100																
30204	11	31	12600				-1	20013							110								110																
30204	12	32	13200				-1	20013							120								120																
30204	13	33	13800				-1	20013							130								130																
30204	14	34	14400				-1	20013							140								140																
30204	15	35	0				-1	20013							150								150																
30205	0	35	15000			明光马铠	-1	20015																															
30205	1	36	18000				-1	20015							10								10																
30205	2	37	21000				-1	20015							20								20																
30205	3	38	24000				-1	20015							30								30																
30205	4	39	27000				-1	20015							40								40																
30205	5	40	30000				-1	20015							50								50																
30205	6	41	33000				-1	20015							60								60																
30205	7	42	36000				-1	20015							70								70																
30205	8	43	39000				-1	20015							80								80																
30205	9	44	42000				-1	20015							90								90																
30205	10	45	45000				-1	20015							100								100																
30205	11	46	48000				-1	20015							110								110																
30205	12	47	51000				-1	20015							120								120																
30205	13	48	54000				-1	20015							130								130																
30205	14	49	57000				-1	20015							140								140																
30205	15	80	3000000				-1	20015							150								150																
30205	16	80	0				-1	20015							150					300			150																
30206	0	50	60000			飞熊马铠	-1	20510																															
30206	1	51	63000				-1	20510							20								20																
30206	2	52	66000				-1	20510							40								40																
30206	3	53	69000				-1	20510							60								60																
30206	4	54	72000				-1	20510							80								80																
30206	5	55	75000				-1	20510							100								100																
30206	6	56	78000				-1	20510							120								120																
30206	7	57	81000				-1	20510							140								140																
30206	8	58	84000				-1	20510							160								160																
30206	9	59	87000				-1	20510							180								180																
30206	10	80	5500000	22	7556|100		-1	20510							200								200																
30206	11	80	6000000	22	7556|150		-1	20510							200								200															150	
30206	12	80	0				-1	20510							200								200															300	
30207	0	60	90000			精钢马铠	-1	20018																															
30207	1	61	105000				-1	20018							10								10																
30207	2	62	120000				-1	20018							20								20																
30207	3	63	135000				-1	20018							30								30																
30207	4	64	150000				-1	20018							40								40																
30207	5	65	165000				-1	20018							50								50																
30207	6	66	180000				-1	20018							60								60																
30207	7	67	195000				-1	20018							70								70																
30207	8	68	210000				-1	20018							80								80																
30207	9	69	225000				-1	20018							90								90																
30207	10	70	240000				-1	20018							100								100																
30207	11	71	255000				-1	20018							120								120																
30207	12	72	270000				-1	20018							140								140																
30207	13	73	285000				-1	20018							160								160																
30207	14	74	300000				-1	20018							180								180																
30207	15	80	5000000				-1	20018							200								200																
30207	16	80	5500000	21	7556|100		-1	20018							200								200													24390		50	
30207	17	80	6000000	22	7556|150		-1	20018							200								200													24391		100	
30207	18	80	6500000	22	7556|200		-1	20018							200								200													24392		150	
30207	19	80	0				-1	20018							200								200													24393		200	
30208	0	50	60000			飞熊双刃	-1	20510																															
30208	1	51	63000				-1	20510									50																						
30208	2	52	66000				-1	20510									100																						
30208	3	53	69000				-1	20510									150																						
30208	4	54	72000				-1	20510									200																						
30208	5	55	75000				-1	20510									250																						
30208	6	56	78000				-1	20510									300																						
30208	7	57	81000				-1	20510									350																						
30208	8	58	84000				-1	20510									400																						
30208	9	59	87000				-1	20510									450																						
30208	10	80	3000000				-1	20510									500																						
30208	11	80	5000000	21	7556|50		-1	20510									500														150								
30208	12	80	0				-1	20510									500														300								
30209	0	60	90000			眉尖刀	-1	20018																															
30209	1	61	105000				-1	20018									50																						
30209	2	62	120000				-1	20018									100																						
30209	3	63	135000				-1	20018									150																						
30209	4	64	150000				-1	20018									200																						
30209	5	65	165000				-1	20018									250																						
30209	6	66	180000				-1	20018									300																						
30209	7	67	195000				-1	20018									350																						
30209	8	68	210000				-1	20018									400																						
30209	9	69	225000				-1	20018									450																						
30209	10	70	240000				-1	20018									500																						
30209	11	71	255000				-1	20018									550																						
30209	12	72	270000				-1	20018									600																						
30209	13	73	285000				-1	20018									650																						
30209	14	74	300000				-1	20018									700																						
30209	15	80	7000000	23	7556|250		-1	20018									750																						
30209	16	80	7500000	23	7556|300		-1	20018									750																			24394	100		
30209	17	80	8000000	23	7556|350		-1	20018									750																			24395	150		
30209	18	80	0				-1	20018									750																			24396	200		
30210	0	20	6000			皮装马甲	-1	20509																															
30210	1	21	6600				-1	20509				10																											
30210	2	22	7200				-1	20509				20																											
30210	3	23	7800				-1	20509				30																											
30210	4	24	8400				-1	20509				40																											
30210	5	25	9000				-1	20509				50																											
30210	6	26	9600				-1	20509				50				10																							
30210	7	27	10200				-1	20509				50				20																							
30210	8	28	10800				-1	20509				50				30																							
30210	9	29	11400				-1	20509				50				40																							
30210	10	30	12000				-1	20509				50				50																							
30210	11	31	12600				-1	20509				50			10	50																							
30210	12	32	13200				-1	20509				50			20	50																							
30210	13	33	13800				-1	20509				50			30	50																							
30210	14	34	14400				-1	20509				50			40	50																							
30210	15	35	0				-1	20509				50			50	50																							
30211	0	40	15000			铁制马铠	-1	20014																															
30211	1	41	18000				-1	20014				10																											
30211	2	42	21000				-1	20014				20																											
30211	3	43	24000				-1	20014				30																											
30211	4	44	27000				-1	20014				40																											
30211	5	45	30000				-1	20014				50																											
30211	6	46	33000				-1	20014				50				10																							
30211	7	47	36000				-1	20014				50				20																							
30211	8	48	39000				-1	20014				50				30																							
30211	9	49	42000				-1	20014				50				40																							
30211	10	50	45000				-1	20014				50				50																							
30211	11	51	48000				-1	20014				50			10	50																							
30211	12	52	51000				-1	20014				50			20	50																							
30211	13	53	54000				-1	20014				50			30	50																							
30211	14	54	57000				-1	20014				50			40	50																							
30211	15	80	3000000				-1	20014				50			50	50																							
30211	16	80	0				-1	20014				50			50	200																							
30212	0	55	60000			西凉战车	-1	20016																															
30212	1	56	63000				-1	20016				10																											
30212	2	57	66000				-1	20016				20																											
30212	3	58	69000				-1	20016				30																											
30212	4	59	72000				-1	20016				40																											
30212	5	60	75000				-1	20016				50																											
30212	6	61	78000				-1	20016				50				10																							
30212	7	62	81000				-1	20016				50				20																							
30212	8	63	84000				-1	20016				50				30																							
30212	9	64	87000				-1	20016				50				40																							
30212	10	65	90000				-1	20016				50				50																							
30212	11	66	105000				-1	20016				50			10	50																							
30212	12	67	120000				-1	20016				50			20	50																							
30212	13	68	135000				-1	20016				50			30	50																							
30212	14	69	150000				-1	20016				50			40	50																							
30212	15	80	5500000	22	7556|100		-1	20016				50			50	50																							
30212	16	80	6000000	22	7556|150		-1	20016				50			50	50																					300		
30212	17	80	0				-1	20016				50			50	50																					600		
30213	0	70	165000			南蛮象甲	-1	20017																															
30213	1	71	180000				-1	20017				10				10																							
30213	2	72	195000				-1	20017				20				20																							
30213	3	73	210000				-1	20017				30				30																							
30213	4	74	225000				-1	20017				40				40																							
30213	5	75	240000				-1	20017				50				50																							
30213	6	76	255000				-1	20017				50			10	50																							
30213	7	77	270000				-1	20017				50			20	50																							
30213	8	78	285000				-1	20017				50			30	50																							
30213	9	79	300000				-1	20017				50			40	50																							
30213	10	80	6000000	22	7556|150		-1	20017				50			50	50																							
30213	11	80	6500000	22	7556|200		-1	20017				50			50	50																				24380			
30213	12	80	0				-1	20017				50			50	50																				24381			
30214	0	55	60000			西凉战枪	-1	20016																															
30214	1	56	63000				-1	20016									50																						
30214	2	57	66000				-1	20016									75																						
30214	3	58	69000				-1	20016									100																						
30214	4	59	72000				-1	20016									125																						
30214	5	60	75000				-1	20016									150																						
30214	6	61	78000				-1	20016									175																						
30214	7	62	81000				-1	20016									200																						
30214	8	63	84000				-1	20016									225																						
30214	9	64	87000				-1	20016									250																						
30214	10	65	90000				-1	20016									275																						
30214	11	66	105000				-1	20016							10		300																						
30214	12	67	120000				-1	20016							20		350																						
30214	13	68	135000				-1	20016							30		400																						
30214	14	69	150000				-1	20016							40		450																						
30214	15	80	3000000				-1	20016							50		500																						
30214	16	80	5000000	21	7556|50		-1	20016							50		500					250																	
30214	17	80	0				-1	20016							50		500					500																	
30215	0	70	165000			精钢象角	-1	20017																															
30215	1	71	180000				-1	20017							10		50																						
30215	2	72	195000				-1	20017							20		100																						
30215	3	73	210000				-1	20017							30		150																						
30215	4	74	225000				-1	20017							40		200																						
30215	5	75	240000				-1	20017							50		250																						
30215	6	76	255000				-1	20017							60		300																						
30215	7	77	270000				-1	20017							70		350																						
30215	8	78	285000				-1	20017							80		400																						
30215	9	79	300000				-1	20017							90		450																						
30215	10	80	5000000				-1	20017							100		500																						
30215	11	80	5500000	21	7556|100		-1	20017							100		500																450|100						
30215	12	80	7000000	23	7556|250		-1	20017							100		500																450|200						
30215	13	80	7500000	23	7556|300		-1	20017							100		500																450|200			24382			
30215	14	80	8000000	23	7556|350		-1	20017							100		500																450|200			24383			
30215	15	80	0				-1	20017							100		500																450|200			24384			
30300	0	20	6000			器械入门	-1	20021																															
30300	1	21	6600				-1	20021								10																							
30300	2	22	7200				-1	20021								20																							
30300	3	23	7800				-1	20021								30																							
30300	4	24	8400				-1	20021								40																							
30300	5	25	9000				-1	20021								50																							
30300	6	26	9600				-1	20021								60																							
30300	7	27	10200				-1	20021								70																							
30300	8	28	10800				-1	20021								80																							
30300	9	29	11400				-1	20021								90																							
30300	10	30	12000				-1	20021								100																							
30300	11	31	12600				-1	20021								110																							
30300	12	32	13200				-1	20021								120																							
30300	13	33	13800				-1	20021								130																							
30300	14	34	14400				-1	20021								140																							
30300	15	35	0				-1	20021								150																							
30301	0	35	15000			机甲术	-1	20022																															
30301	1	36	18000				-1	20022								8																							
30301	2	37	21000				-1	20022								16																							
30301	3	38	24000				-1	20022								24																							
30301	4	39	27000				-1	20022								32																							
30301	5	40	30000				-1	20022								40																							
30301	6	41	33000				-1	20022								48																							
30301	7	42	36000				-1	20022								56																							
30301	8	43	39000				-1	20022				10				64																							
30301	9	44	42000				-1	20022				20				72																							
30301	10	45	45000				-1	20022				30				80																							
30301	11	46	48000				-1	20022				40				88																							
30301	12	47	51000				-1	20022				50				96																							
30301	13	48	54000				-1	20022				60				104																							
30301	14	49	57000				-1	20022				70				112																							
30301	15	50	0				-1	20022				80				120																							
30302	0	50	60000			墨子机械篇	-1	20020																															
30302	1	51	63000				-1	20020								8																							
30302	2	52	66000				-1	20020								16																							
30302	3	53	69000				-1	20020								24																							
30302	4	54	72000				-1	20020								32																							
30302	5	55	75000				-1	20020								40																							
30302	6	56	78000				-1	20020								48																							
30302	7	57	81000				-1	20020								56																							
30302	8	58	84000				-1	20020				10				64																							
30302	9	59	87000				-1	20020				20				72																							
30302	10	60	90000				-1	20020				30				80																							
30302	11	61	105000				-1	20020				40				88																							
30302	12	62	120000				-1	20020				50				96																							
30302	13	63	135000				-1	20020				60				104																							
30302	14	64	150000				-1	20020				70				112																							
30302	15	65	0				-1	20020				80				120																							
30303	0	65	165000			鲁公秘录	-1	20019																															
30303	1	66	180000				-1	20019								8																							
30303	2	67	195000				-1	20019								16																							
30303	3	68	210000				-1	20019								24																							
30303	4	69	225000				-1	20019								32																							
30303	5	70	240000				-1	20019								40																							
30303	6	71	255000				-1	20019								48																							
30303	7	72	270000				-1	20019								56																							
30303	8	73	285000				-1	20019				10				64																							
30303	9	74	300000				-1	20019				20				72																							
30303	10	75	315000				-1	20019				30				80																							
30303	11	76	330000				-1	20019				40				88																							
30303	12	77	345000				-1	20019				50				96																							
30303	13	78	360000				-1	20019				60				104																							
30303	14	79	375000				-1	20019				70				112																							
30303	15	80	0				-1	20019				80				120																							
30304	0	35	15000			铁蒙皮	-1	20022																															
30304	1	36	18000				-1	20022				5																											
30304	2	37	21000				-1	20022				10																											
30304	3	38	24000				-1	20022				15																											
30304	4	39	27000				-1	20022				20																											
30304	5	40	30000				-1	20022				25																											
30304	6	41	33000				-1	20022				30				5																							
30304	7	42	36000				-1	20022				35				10																							
30304	8	43	39000				-1	20022				40				15																							
30304	9	44	42000				-1	20022				45				20																							
30304	10	45	45000				-1	20022				50				25																							
30304	11	46	48000				-1	20022				50				30																							
30304	12	47	51000				-1	20022				50				35																							
30304	13	48	54000				-1	20022				50				40																							
30304	14	49	57000				-1	20022				50				45																							
30304	15	50	0				-1	20022				50				50																							
30305	0	50	60000			特质火矢	-1	20020																															
30305	1	51	63000				-1	20020											10																				
30305	2	52	66000				-1	20020											20																				
30305	3	53	69000				-1	20020											30																				
30305	4	54	72000				-1	20020											40																				
30305	5	55	75000				-1	20020											50																				
30305	6	56	78000				-1	20020											60																				
30305	7	57	81000				-1	20020											70																				
30305	8	58	84000				-1	20020											80																				
30305	9	59	87000				-1	20020											90																				
30305	10	60	90000				-1	20020											100																				
30305	11	61	105000				-1	20020											110																				
30305	12	62	120000				-1	20020											120																				
30305	13	63	135000				-1	20020											130																				
30305	14	64	150000				-1	20020											140																				
30305	15	80	5500000	22	7556|100		-1	20020											150																				
30305	16	80	6000000	22	7556|150		-1	20020											250																				
30305	17	80	0				-1	20020											350																				
30306	0	65	165000			杠杆	-1	20019																															
30306	1	66	180000				-1	20019											10																				
30306	2	67	195000				-1	20019											20																				
30306	3	68	210000				-1	20019											30																				
30306	4	69	225000				-1	20019											40																				
30306	5	70	240000				-1	20019											50																				
30306	6	71	255000				-1	20019											60																				
30306	7	72	270000				-1	20019											70																				
30306	8	73	285000				-1	20019											80																				
30306	9	74	300000				-1	20019											90																				
30306	10	75	315000				-1	20019											100																				
30306	11	76	330000				-1	20019											110																				
30306	12	77	345000				-1	20019											120																				
30306	13	78	360000				-1	20019											130																				
30306	14	79	375000				-1	20019											140																				
30306	15	80	6000000	22	7556|150		-1	20019											150																				
30306	16	80	6500000	22	7556|200		-1	20019											150																		200		
30306	17	80	0				-1	20019											150											80							200		
30307	0	65	165000			圆石	-1	20019																															
30307	1	66	180000				-1	20019									50																						
30307	2	67	195000				-1	20019									100																						
30307	3	68	210000				-1	20019									150																						
30307	4	69	225000				-1	20019									200																						
30307	5	70	240000				-1	20019									250																						
30307	6	71	255000				-1	20019									300																						
30307	7	72	270000				-1	20019									350																						
30307	8	73	285000				-1	20019									400																						
30307	9	74	300000				-1	20019									450																						
30307	10	75	315000				-1	20019									500																						
30307	11	76	330000				-1	20019									550																						
30307	12	77	345000				-1	20019									600																						
30307	13	78	360000				-1	20019									650																						
30307	14	79	375000				-1	20019									700																						
30307	15	80	7000000	23	7556|250		-1	20019									750																						
30307	16	80	7500000	23	7556|300		-1	20019									1750																						
30307	17	80	0				-1	20019									1750															500							
30308	0	35	15000			火药	-1	20022																															
30308	1	36	18000				-1	20022											10																				
30308	2	37	21000				-1	20022											20																				
30308	3	38	24000				-1	20022											30																				
30308	4	39	27000				-1	20022											40																				
30308	5	40	30000				-1	20022											50																				
30308	6	41	33000				-1	20022											60																				
30308	7	42	36000				-1	20022											70																				
30308	8	43	39000				-1	20022											80																				
30308	9	44	42000				-1	20022											90																				
30308	10	45	45000				-1	20022											100																				
30308	11	46	48000				-1	20022											110																				
30308	12	47	51000				-1	20022											120																				
30308	13	48	54000				-1	20022											130																				
30308	14	49	57000				-1	20022											140																				
30308	15	80	3000000				-1	20022											150																				
30308	16	80	0				-1	20022											150														450|100						
30309	0	50	60000			铁胎弓	-1	20020																															
30309	1	51	63000				-1	20020												40																			
30309	2	52	66000				-1	20020												80																			
30309	3	53	69000				-1	20020												120																			
30309	4	54	72000				-1	20020												160																			
30309	5	55	75000				-1	20020												200																			
30309	6	56	78000				-1	20020												240																			
30309	7	57	81000				-1	20020												280																			
30309	8	58	84000				-1	20020												320																			
30309	9	59	87000				-1	20020												360																			
30309	10	60	90000				-1	20020												400																			
30309	11	61	105000				-1	20020												440																			
30309	12	62	120000				-1	20020												480																			
30309	13	63	135000				-1	20020												520																			
30309	14	64	150000				-1	20020												560																			
30309	15	80	3000000				-1	20020												600																			
30309	16	80	5000000	21	7556|50		-1	20020	200											600																			
30309	17	80	0				-1	20020	200											600		200																	
30310	0	65	165000			牛皮索	-1	20019																															
30310	1	66	180000				-1	20019												40																			
30310	2	67	195000				-1	20019												80																			
30310	3	68	210000				-1	20019												120																			
30310	4	69	225000				-1	20019												160																			
30310	5	70	240000				-1	20019												200																			
30310	6	71	255000				-1	20019												240																			
30310	7	72	270000				-1	20019												280																			
30310	8	73	285000				-1	20019												320																			
30310	9	74	300000				-1	20019												360																			
30310	10	75	315000				-1	20019												400																			
30310	11	76	330000				-1	20019												440																			
30310	12	77	345000				-1	20019												480																			
30310	13	78	360000				-1	20019												520																			
30310	14	79	375000				-1	20019												560																			
30310	15	80	0				-1	20019												600																			
30311	0	65	165000			石轮	-1	20019																															
30311	1	66	180000				-1	20019								10																							
30311	2	67	195000				-1	20019								20																							
30311	3	68	210000				-1	20019								30																							
30311	4	69	225000				-1	20019								40																							
30311	5	70	240000				-1	20019								50																							
30311	6	71	255000				-1	20019								60																							
30311	7	72	270000				-1	20019								70																							
30311	8	73	285000				-1	20019								80																							
30311	9	74	300000				-1	20019								90																							
30311	10	75	315000				-1	20019								100																							
30311	11	76	330000				-1	20019								110																							
30311	12	77	345000				-1	20019								120																							
30311	13	78	360000				-1	20019								130																							
30311	14	79	375000				-1	20019								140																							
30311	15	80	0				-1	20019								150																							
