   	scenename	filename	uiscene	collidefile	brainfile	exttype	±≥æ∞“Ù¿÷	–°µÿÕº	‘§œ¬‘ÿ
30126	fangling	scene/BF_Chencang.crs	jxjui.cru	scene/BF_Chencangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chencang.img	
30127	zigui	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30128	yidao	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shangyong.img	
30129	jiangling	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30130	maicheng	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Guiyang.img	
30131	gongan	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30132	wuchang	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Xiapi.img	
30133	baling	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30134	changsha	scene/BF_Xiapi.crs	jxjui.cru	scene/BF_Xiapicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Xiapi.img	
30135	wuling	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30136	lingling	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30137	guilin	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30138	guiyang	scene/BF_Guiyang.crs	jxjui.cru	scene/BF_Guiyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Guiyang.img	
30139	hefei	scene/BF_Chenliu.crs	jxjui.cru	scene/BF_Chenliucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chenliu.img	
30140	shouchun	scene/BF_Shouchun.crs	jxjui.cru	scene/BF_Shouchuncollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shouchun.img	
30141	jianye	scene/BF_Changan.crs	jxjui.cru	scene/BF_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Changan.img	
30142	fuling2	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30143	danyang	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30144	luan	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30145	lujiang	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30146	wuxian	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wu.img	
30147	kuaiji	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	
30148	xindu	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30149	poyang	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30150	chaisang	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30151	yuzhang	scene/BF_Wu.crs	jxjui.cru	scene/BF_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wu.img	
30152	luling	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30153	linhai	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30154	yongning	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yongan.img	
30155	jianan	scene/BF_Jianan.crs	jxjui.cru	scene/BF_Jianancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jianan.img	
30156	yizhou	scene/BF_Yizhou.crs	jxjui.cru	scene/BF_Yizhoucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yizhou.img	
30157	nanhai	scene/BF_Kuaiji.crs	jxjui.cru	scene/BF_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	
30158	cangwu	scene/BF_Yongan.crs	jxjui.cru	scene/BF_Yongancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yongan.img	
30159	yulin	scene/BF_Jiangling.crs	jxjui.cru	scene/BF_Jianglingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiangling.img	
30160	hepu	scene/BF_Wancheng.crs	jxjui.cru	scene/BF_Wanchengcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wancheng.img	
30161	zhuya	scene/BF_Lujiang.crs	jxjui.cru	scene/BF_Lujiangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	
30162	jiaozhi	scene/BF_Chaisang.crs	jxjui.cru	scene/BF_Chaisangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	
30163	jiuzhen	scene/BF_Shangyong.crs	jxjui.cru	scene/BF_Shangyongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Shangyong.img	
30164	rinan	scene/BF_Zitong.crs	jxjui.cru	scene/BF_Zitongcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Zitong.img	
30165	juyan	scene/BF_Tianshui.crs	jxjui.cru	scene/BF_Tianshuicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tianshui.img	
30167	J_Ye	scene/BF_Changan.crs	jxjui.cru	scene/J_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Changan.img	
30168	J_Chengdu	scene/BF_Changan.crs	jxjui.cru	scene/J_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Changan.img	
30169	J_Jianye	scene/BF_Changan.crs	jxjui.cru	scene/J_Changancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Changan.img	
30170	J_Hanjia	scene/BF_Anding.crs	jxjui.cru	scene/J_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Anding.img	
30171	J_Yuejun	scene/BF_Anding.crs	jxjui.cru	scene/J_Andingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Anding.img	
30172	J_Handan	scene/BF_Nanpi.crs	jxjui.cru	scene/J_Nanpicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Nanpi.img	
30173	J_Leping	scene/BF_Jinyang.crs	jxjui.cru	scene/J_Jinyangcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jinyang.img	
30174	J_Wuxian	scene/BF_Wu.crs	jxjui.cru	scene/J_Wucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Wu.img	
30175	J_Kuaiji	scene/BF_Kuaiji.crs	jxjui.cru	scene/J_Kuaijicollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	
40001	haiming	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Ruxuwu.img	
40002	liucheng	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Yijing.img	
40003	yijing	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Yijing.img	
40004	lingqiu	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Yijing.img	
40005	linshui	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Tongguan.img	
40006	jieqiao	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Yijing.img	
40007	yandu	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Ruxuwu.img	
40008	hailing	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Ruxuwu.img	
40009	baima	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Yijing.img	
40010	wuyang	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Yijing.img	
40011	mangdangshan	scene/DM_Mangdangshan.crs	jxjui.cru	scene/DM_Mangdangshancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Mangdangshan.img	
40012	xiyang	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Yijing.img	
40013	mayi	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Yijing.img	
40014	huguan	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	
40015	jiguan	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	
40016	hanguguan	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tongguan.img	
40017	tongguan	scene/DM_Tongguan.crs	jxjui.cru	scene/DM_Tongguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tongguan.img	
40018	wuguan	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	
40019	wuzhangyuan	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tongguan.img	
40020	ziwugu	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	
40021	jieting	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	
40022	zhanyinkou	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Liangzhou.ogg	UI_GK_Tongguan.img	
40023	yangguan	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Jiange.img	
40024	tazhong	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Yijing.img	
40025	jiange	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Jiange.img	
40026	baishuiguan	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Tongguan.img	
40027	fuguan	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Tongguan.img	
40028	linqiong	scene/DM_Lingqiu.crs	jxjui.cru	scene/DM_Lingqiucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Lingqiu.img	
40029	linjiang	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Tongguan.img	
40030	jiangyang	scene/DM_Hanguguan.crs	jxjui.cru	scene/DM_Hanguguancollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Tongguan.img	
40031	xielong	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Bashu.ogg	UI_GK_Jiange.img	
40032	wudang	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jiange.img	
40033	xiaoting	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Ruxuwu.img	
40034	huarong	scene/DM_Jiange.crs	jxjui.cru	scene/DM_Jiangecollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Jiange.img	
40035	chibi	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Ruxuwu.img	
40036	pinge	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yijing.img	
40037	wanling	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Ruxuwu.img	
40038	ruxuwu	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Ruxuwu.img	
40039	piling	scene/DM_Ruxuwu.crs	jxjui.cru	scene/DM_Ruxuwucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Ruxuwu.img	
40040	yangling	scene/DM_Yijing.crs	jxjui.cru	scene/DM_Yijingcollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Yangzhou.ogg	UI_GK_Yijing.img	
40041	dongan	scene/BF_Dongta.crs	jxjui.cru	scene/BF_Dongtacollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Dongta.img	
41000	lingqiu_test	scene/DM_Lingqiu.crs	jxjui.cru	scene/DM_Lingqiucollide.cfg	brain/battlebrain.cfg	0	sounds/Beijing_Jizhou.ogg	UI_GK_Lingqiu.img	
50005	T_Mayijingwen	scene/BF_Xiangping.crs	jxjui.cru	scene/T_Mayijingwencollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Xiangping.img	50007
50007	T_Jinyangweimin	scene/BF_Jinyang.crs	jxjui.cru	scene/T_Jinyangweimincollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Liangzhou.ogg	UI_GK_Jinyang.img	50008
50008	T_Zaituiqiangdi	scene/BF_Xiangping.crs	jxjui.cru	scene/T_Zaituiqiangdicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Xiangping.img	50011
50011	T_Beihaituwei	scene/BF_Jiangling.crs	jxjui.cru	scene/T_Beihaituweicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Jiangling.img	50012
50012	T_Shoufudonglai	scene/BF_Chaisang.crs	jxjui.cru	scene/T_Shoufudonglaicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Chaisang.img	50013
50013	T_Pingyuanqiuyuan	scene/BF_Xiaopei.crs	jxjui.cru	scene/T_Pingyuanqiuyuancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Xiaopei.img	50038
50038	T_Shuiyanqijun	scene/BF_Kuaiji.crs	jxjui.cru	scene/T_Shuiyanqijuncollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	50039
50039	T_Wanchengwenxun	scene/BF_Wancheng.crs	jxjui.cru	scene/T_Wanchengwenxuncollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wancheng.img	50040
50040	T_Shangyongqiuyuan	scene/BF_Shangyong.crs	jxjui.cru	scene/T_Shangyongqiuyuancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Shangyong.img	50041
50041	T_Xichengxiuyang	scene/BF_Jinyang.crs	jxjui.cru	scene/T_Xichengxiuyangcollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Jinyang.img	50047
50047	T_Jianglingdexun	scene/BF_Jiangling.crs	jxjui.cru	scene/T_Jianglingdexuncollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Jiangling.img	50048
50048	T_Juemingchangban	scene/DM_Changban.crs	jxjui.cru	scene/T_Juemingchangbancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Changban.img	50049
50049	T_Yonganrushu	scene/BF_Yongan.crs	jxjui.cru	scene/T_Yonganrushucollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Bashu.ogg	UI_GK_Yongan.img	50050
50050	T_Jiangzhoulaojiang	scene/BF_Xiangping.crs	jxjui.cru	scene/T_Jiangzhoulaojiangcollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Xiangping.img	50051
50051	T_Fuguanjixian	scene/DM_Dingtao.crs	jxjui.cru	scene/T_Fuguanjixiancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Dingtao.img	50052
50052	T_Weikunchengdu	scene/BF_Yongan.crs	jxjui.cru	scene/T_Weikunchengducollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Bashu.ogg	UI_GK_Yongan.img	50053
50053	T_Zitongdazhan	scene/BF_Zitong.crs	jxjui.cru	scene/T_Zitongdazhancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Zitong.img	50054
50054	T_Hanzhongjiuren	scene/BF_Chenliu.crs	jxjui.cru	scene/T_Hanzhongjiurencollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Chenliu.img	50060
50060	T_Shouchunjiebing	scene/BF_Shouchun.crs	jxjui.cru	scene/T_Shouchunjiebingcollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Shouchun.img	50061
50061	T_Lujiangjiannuo	scene/BF_Lujiang.crs	jxjui.cru	scene/T_Lujiangjiannuocollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Lujiang.img	50062
50062	T_Jianyeanshen	scene/BF_Shouchun.crs	jxjui.cru	scene/T_Jianyeanshencollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Shouchun.img	50063
50063	T_Danyangxuanwei	scene/DM_Dingtao.crs	jxjui.cru	scene/T_Danyangxuanweicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Dingtao.img	50064
50064	T_Wuzhongtuhu	scene/BF_Wu.crs	jxjui.cru	scene/T_Wuzhongtuhucollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Wucheng.img	50065
50065	T_kuaijidazhan	scene/BF_Kuaiji.crs	jxjui.cru	scene/T_Kuaijidazhancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Kuaiji.img	50067
50067	T_Jiananchenxu	scene/BF_Jianan.crs	jxjui.cru	scene/T_Jiananchenxucollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Jianan.img	50068
50068	T_Chaisangjiaofei	scene/BF_Chaisang.crs	jxjui.cru	scene/T_Chaisangjiaofeicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Yangzhou.ogg	UI_GK_Chaisang.img	50069
50069	T_Poyangxiangfei	scene/DM_Dingtao.crs	jxjui.cru	scene/T_Poyangxiangfeicollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Dingtao.img	50074
50074	T_Anduchencang	scene/DM_Lingqiu.crs	jxjui.cru	scene/T_Anduchencangcollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Lingqiu.img	50075
50075	T_Wangmingjieting	scene/DM_Mangdangshan.crs	jxjui.cru	scene/T_Wangmingjietingcollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Mangdangshan.img	50076
50076	T_Qiangchuziwu	scene/DM_Jiange.crs	jxjui.cru	scene/T_Qiangchuziwucollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Liangzhou.ogg	UI_GK_Jiange.img	50077
50077	T_Jianzhichangan	scene/BF_Changan.crs	jxjui.cru	scene/T_Jianzhichangancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Changan.img	50078
50078	T_Heneiyunchou	scene/DM_Henei.crs	jxjui.cru	scene/T_Heneiyunchoucollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Henei.img	50079
50079	T_Hongnongjiujia	scene/BF_Hongnong.crs	jxjui.cru	scene/T_Hongnongjiujiacollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Hongnong.img	50080
50080	T_Luoyangzhenyao	scene/BF_Changan.crs	jxjui.cru	scene/T_Luoyangzhenyaocollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Changan.img	
60000	P_Hulaoguan	scene/DM_Wuguan.crs	jxjui.cru	scene/P_Hulaoguancollide.cfg	brain/starttalkfubenbrain.cfg	1	sounds/Beijing_Zhongyuan.ogg	UI_GK_Wuguan.img	
60101	G_Nanpi06	scene/BF_Nanpi.crs	jxjui.cru	scene/G_Nanpi06collide.cfg	brain/fubenbrain.cfg	1	sounds/Beijing_Jizhou.ogg	UI_GK_Nanpi.img	
